"block_address","disposition","dispositiontext","location","location_address","location_city","location_state","location_zip","mapx","mapy","nopd_item","policedistrict","priority","timearrive","timeclosed","timecreate","timedispatch","type_","typetext","zip"
"019XX Lamanche St","RTF","REPORT TO FOLLOW","POINT (-90.01197236 29.96913497)",,,,,"3699206","536680","A0023814","5","2B","2014-01-01T02:19:16.000","2014-01-01T03:36:25.000","2014-01-01T02:03:53.000","2014-01-01T02:05:30.000","103D","DOMESTIC DISTURBANCE","70117"
"006XX Bourbon St","NAT","Necessary Action Taken","POINT (0 0)",,,,,"37369000","3513814","A0023914","8","2B","2014-01-01T02:04:46.000","2014-01-01T05:16:57.000","2014-01-01T02:04:46.000",,"24","MEDICAL","70130"
"3rd St & S Liberty St","NAT","Necessary Action Taken","POINT (-90.08861169 29.93763042)",,,,,"3675066","524952","A0024014","6","2H","2014-01-01T02:13:16.000","2014-01-01T02:13:39.000","2014-01-01T02:06:32.000","2014-01-01T02:07:32.000","94F","FIREWORKS","70113"
"003XX Bourbon St","RTF","REPORT TO FOLLOW","POINT (-90.06845211 29.95548846)",,,,,"3681379","531516","A0024114","8","0E","2014-01-01T02:07:13.000","2014-01-01T02:07:41.000","2014-01-01T02:07:13.000",,"21P","LOST PROPERTY","70112"
"S Rampart St & Poydras St (8H04)","UNF","UNFOUNDED","POINT (-90.07500547 29.95046764)",,,,,"3679324","529667","A0024214","8","1C","2014-01-01T09:32:02.000","2014-01-01T09:34:31.000","2014-01-01T02:07:38.000","2014-01-01T09:24:55.000","20","AUTO ACCIDENT","70113"
"074XX Burke Rd","UNF","UNFOUNDED","POINT (-89.99039447 30.03942778)",,,,,"3705738","562320","A0024314","7","2A","2014-01-01T02:16:20.000","2014-01-01T02:19:00.000","2014-01-01T02:08:22.000","2014-01-01T02:11:04.000","107","SUSPICIOUS PERSON","70127"
"004XX Esplanade Ave","VOI","VOID","POINT (-90.05751436 29.96193922)",,,,,"3684816","533900","A0024414","8","2C",,"2014-01-01T02:16:37.000","2014-01-01T02:09:10.000",,"62A","BURGLAR ALARM, SILENT","70116"
"Canal St (1L01) & S Gayoso St","NAT","Necessary Action Taken","POINT (-90.09056816 29.96759784)",,,,,"3674328","535842","A0024514","1","1H","2014-01-01T02:09:42.000","2014-01-01T03:02:10.000","2014-01-01T02:09:42.000",,"21","COMPLAINT OTHER",
"26th St (3C01) & Fleur De Lis Dr","NAT","Necessary Action Taken","POINT (-90.11878232 30.0066001)",,,,,"3665244","549929","A0024614","3","2H",,"2014-01-01T02:23:29.000","2014-01-01T02:10:00.000","2014-01-01T02:13:09.000","94F","FIREWORKS","70124"
"099XX Lake Forest Blvd","NAT","Necessary Action Taken","POINT (-89.97487477 30.0313644)",,,,,"3710683","559446","A0024714","7","2C",,"2014-01-01T02:24:12.000","2014-01-01T02:10:12.000","2014-01-01T02:12:08.000","62A","BURGLAR ALARM, SILENT","70127"
"086XX Stroelitz St","RTF","REPORT TO FOLLOW","POINT (0 0)",,,,,"37369000","3513814","A0024814","2","1A","2014-01-01T04:21:54.000","2014-01-01T05:30:41.000","2014-01-01T02:10:38.000","2014-01-01T04:21:47.000","21J","MISSING JUVENILE","70118"
"022XX Decatur St","NAT","Necessary Action Taken","POINT (-90.05616154 29.96253189)",,,,,"3685242","534120","A0024914","8","1H",,"2014-01-01T08:40:52.000","2014-01-01T02:11:06.000","2014-01-01T08:24:44.000","21","COMPLAINT OTHER","70117"
"006XX Iberville St","UNF","UNFOUNDED","POINT (-90.06776176 29.95363091)",,,,,"3681605","530842","A0025014","8","2A","2014-01-01T02:27:14.000","2014-01-01T02:36:08.000","2014-01-01T02:14:00.000","2014-01-01T02:16:57.000","103","DISTURBANCE (OTHER)","70130"
"003XX Andrew Higgins Dr","NAT","Necessary Action Taken","POINT (-90.06623498 29.94193781)",,,,,"3682135","526596","A0025114","8","1H","2014-01-01T02:14:43.000","2014-01-01T02:15:02.000","2014-01-01T02:14:43.000",,"21","COMPLAINT OTHER","70130"
"St Claude Ct & N Rampart St","UNF","UNFOUNDED","POINT (-90.01769588 29.96030571)",,,,,"3697431","533448","A0025214","5","1A","2014-01-01T02:37:56.000","2014-01-01T02:41:41.000","2014-01-01T02:14:47.000","2014-01-01T02:36:40.000","94F","FIREWORKS","70117"
"077XX Haney Dr","UNF","UNFOUNDED","POINT (-89.969564 30.05378095)",,,,,"3712266","567617","A0025314","7","2B","2014-01-01T02:27:21.000","2014-01-01T02:30:47.000","2014-01-01T02:14:47.000","2014-01-01T02:19:57.000","103F","FIGHT","70128"
"054XX Press Dr","RTF","REPORT TO FOLLOW","POINT (-90.04230053 30.01539734)",,,,,"3689414","553393","A0025414","3","2B","2014-01-01T02:26:02.000","2014-01-01T06:07:49.000","2014-01-01T02:15:36.000","2014-01-01T02:18:36.000","34","AGGRAVATED BATTERY","70126"
"003XX Camp St","RTF","REPORT TO FOLLOW","POINT (-90.06918732 29.95086328)",,,,,"3681164","529831","A0025514","8","2B","2014-01-01T02:25:56.000","2014-01-01T06:39:03.000","2014-01-01T02:17:10.000","2014-01-01T02:23:43.000","34","AGGRAVATED BATTERY","70130"
"N Roman St & Bienville St","NAT","Necessary Action Taken","POINT (-90.07809277 29.96205437)",,,,,"3678300","533870","A0025614","1","2A","2014-01-01T02:17:31.000","2014-01-01T03:00:23.000","2014-01-01T02:17:31.000",,"107","SUSPICIOUS PERSON","70112"
"N Gayoso St & Canal St","NAT","Necessary Action Taken","POINT (-90.0904259 29.96778597)",,,,,"3674372","535911","A0025714","1","1H","2014-01-01T02:17:49.000","2014-01-01T03:24:18.000","2014-01-01T02:17:49.000",,"21","COMPLAINT OTHER",
"Dauphine St & St Philip St","NAT","Necessary Action Taken","POINT (-90.06435654 29.96169041)",,,,,"3682651","533785","A0025814","8","2A","2014-01-01T02:23:59.000","2014-01-01T02:38:16.000","2014-01-01T02:18:38.000","2014-01-01T02:22:07.000","21","COMPLAINT OTHER","70116"
"023XX N Broad St","VOI","VOID","POINT (-90.06681547 29.98849443)",,,,,"3681764","543523","A0025914","3","1H",,"2014-01-01T03:34:00.000","2014-01-01T02:18:57.000",,"21","COMPLAINT OTHER","70119"
"Hayne Blvd & Trapier Ave","NAT","Necessary Action Taken","POINT (-89.98996231 30.04649757)",,,,,"3705845","564893","A0026014","7","1H","2014-01-01T02:19:19.000","2014-01-01T02:29:32.000","2014-01-01T02:19:19.000",,"18","TRAFFIC INCIDENT","70127"
"006XX Canal St","NAT","Necessary Action Taken","POINT (-90.06808741 29.95281556)",,,,,"3681505","530545","A0026114","8","1A","2014-01-01T02:19:22.000","2014-01-01T02:24:10.000","2014-01-01T02:19:22.000",,"103","DISTURBANCE (OTHER)","70130"
"005XX Jefferson Ave","NAT","Necessary Action Taken","POINT (-90.11639683 29.91708267)",,,,,"3666345","517385","A0026214","2","2C","2014-01-01T02:31:52.000","2014-01-01T02:42:39.000","2014-01-01T02:20:23.000","2014-01-01T02:21:02.000","62A","BURGLAR ALARM, SILENT","70115"
"001XX Bourbon St","NAT","Necessary Action Taken","POINT (-90.069777 29.9540162)",,,,,"3680965","530976","A0026314","8","1H","2014-01-01T02:20:32.000","2014-01-01T02:22:29.000","2014-01-01T02:20:32.000",,"21","COMPLAINT OTHER","70112"
"018XX Lauradale Dr","RTF","REPORT TO FOLLOW","POINT (-90.03302009 29.93519633)",,,,,"3692682","524262","A0026414","4","1D","2014-01-01T02:28:39.000","2014-01-01T03:52:23.000","2014-01-01T02:22:19.000","2014-01-01T02:23:21.000","56","SIMPLE CRIMINAL DAMAGE","70114"
"006XX Decatur St","UNF","UNFOUNDED","POINT (-90.0633517 29.95593263)",,,,,"3682992","531695","A0026514","8","1C","2014-01-01T08:03:37.000","2014-01-01T08:14:34.000","2014-01-01T02:22:45.000","2014-01-01T07:58:16.000","20","AUTO ACCIDENT","70130"
"003XX Andrew Higgins Dr","UNF","UNFOUNDED","POINT (-90.06637908 29.94182224)",,,,,"3682090","526553","A0026614","8","1A","2014-01-01T06:00:39.000","2014-01-01T06:11:00.000","2014-01-01T02:23:16.000","2014-01-01T06:00:31.000","103","DISTURBANCE (OTHER)","70130"
"073XX Plum St","UNF","UNFOUNDED","POINT (-90.12327731 29.94365578)",,,,,"3664063","527025","A0026714","2","1E",,"2014-01-01T02:56:10.000","2014-01-01T02:23:38.000","2014-01-01T02:43:03.000","21N","NOISE COMPLAINT","70118"
"Jackson Ave & Willow St","RTF","REPORT TO FOLLOW","POINT (-90.08928393 29.94419105)",,,,,"3674827","527335","A0026814","6","2B","2014-01-01T02:23:52.000","2014-01-01T03:29:00.000","2014-01-01T02:23:52.000",,"100I","HIT & RUN WITH INJURIES","70113"
"3rd St & S Liberty St","UNF","UNFOUNDED","POINT (-90.08861169 29.93763042)",,,,,"3675066","524952","A0026914","6","1A","2014-01-01T02:29:24.000","2014-01-01T02:30:08.000","2014-01-01T02:24:00.000","2014-01-01T02:25:58.000","94F","FIREWORKS","70113"
"007XX Poydras Plaza","NAT","Necessary Action Taken","POINT (-90.07821941 29.94979027)",,,,,"3678308","529409","A0027014","8","1H","2014-01-01T02:30:03.000","2014-01-01T02:31:43.000","2014-01-01T02:24:13.000","2014-01-01T02:25:51.000","21","COMPLAINT OTHER","70113"
"039XX Royal St","NAT","Necessary Action Taken","POINT (-90.0374083 29.96154604)",,,,,"3691184","533828","A0027114","5","1H","2014-01-01T02:43:23.000","2014-01-01T03:00:19.000","2014-01-01T02:24:36.000","2014-01-01T02:39:11.000","21","COMPLAINT OTHER","70117"
"N Rampart St (8D03) & St Peter St","NAT","Necessary Action Taken","POINT (-90.06838907 29.96046067)",,,,,"3681379","533324","A0027214","8","2A",,"2014-01-01T03:07:29.000","2014-01-01T02:25:56.000","2014-01-01T02:33:22.000","103","DISTURBANCE (OTHER)","70112"
"012XX S Broad St","NAT","Necessary Action Taken","POINT (-90.09720557 29.95409921)",,,,,"3672279","530911","A0027314","6","2C",,"2014-01-01T02:38:11.000","2014-01-01T02:26:45.000","2014-01-01T02:29:10.000","62A","BURGLAR ALARM, SILENT","70125"
"034XX Livingston St","RTF","REPORT TO FOLLOW","POINT (-90.12417223 29.97264847)",,,,,"3663669","537565","A0027414","3","2B","2014-01-01T02:30:35.000","2014-01-01T03:45:02.000","2014-01-01T02:30:35.000",,"103D","DOMESTIC DISTURBANCE",
"St Louis St & Chartres St","NAT","Necessary Action Taken","POINT (0 0)",,,,,"37369000","3513814","A0027514","8","2B",,"2014-01-01T02:53:48.000","2014-01-01T02:31:20.000",,"24","MEDICAL","70130"
"002XX Chartres St","NAT","Necessary Action Taken","POINT (-90.06659814 29.95413657)",,,,,"3681971","531030","A0027614","8","2C","2014-01-01T02:48:09.000","2014-01-01T02:48:23.000","2014-01-01T02:32:44.000","2014-01-01T02:39:02.000","62A","BURGLAR ALARM, SILENT","70130"
"029XX Dryades St","NAT","Necessary Action Taken","POINT (-90.08920546 29.93270983)",,,,,"3674897","523160","A0027714","6","1D","2014-01-01T02:32:52.000","2014-01-01T03:50:40.000","2014-01-01T02:32:52.000",,"98","DRIVING WHILE UNDER INFLUENCE","70115"
"082XX Edinburgh St","RTF","REPORT TO FOLLOW","POINT (-90.11314727 29.96483043)",,,,,"3667190","534759","A0027814","2","2B","2014-01-01T03:03:07.000","2014-01-01T03:38:46.000","2014-01-01T02:32:56.000","2014-01-01T02:55:47.000","103D","DOMESTIC DISTURBANCE","70118"
"041XX Cleveland Ave","NAT","Necessary Action Taken","POINT (-90.10161223 29.97372936)",,,,,"3670807","538034","A0027914","3","1H","2014-01-01T02:33:04.000","2014-01-01T02:33:10.000","2014-01-01T02:33:04.000",,"21","COMPLAINT OTHER","70119"
"005XX Saint Charles Ave","VOI","VOID","POINT (-90.07054457 29.94928804)",,,,,"3680741","529254","A0028014","8","1E",,"2014-01-01T03:44:49.000","2014-01-01T02:35:58.000",,"100","HIT & RUN","70130"
"002XX Camp St","NAT","Necessary Action Taken","POINT (-90.06898414 29.95124414)",,,,,"3681227","529970","A0028114","8","2A","2014-01-01T02:40:20.000","2014-01-01T03:14:37.000","2014-01-01T02:36:12.000","2014-01-01T02:41:46.000","103","DISTURBANCE (OTHER)","70130"
"Press Dr & Mithra St (3V01)","NAT","Necessary Action Taken","POINT (-90.04281069 30.01453554)",,,,,"3689256","553078","A0028214","3","1D","2014-01-01T02:36:27.000","2014-01-01T04:36:45.000","2014-01-01T02:36:27.000","2014-01-01T02:43:40.000","98","DRIVING WHILE UNDER INFLUENCE",
"109XX Roger Dr","NAT","Necessary Action Taken","POINT (-89.97063353 30.04184238)",,,,,"3711980","563272","A0028314","7","1H","2014-01-01T02:37:19.000","2014-01-01T03:29:16.000","2014-01-01T02:37:19.000",,"21","COMPLAINT OTHER","70127"
"011XX Saint Bernard Ave","RTF","REPORT TO FOLLOW","POINT (-90.06257023 29.96734898)",,,,,"3683193","535849","A0028414","1","1H","2014-01-01T03:06:13.000","2014-01-01T04:32:58.000","2014-01-01T02:38:44.000","2014-01-01T02:50:10.000","21","COMPLAINT OTHER","70116"
"Pontchartrain Expy E & Earhart Blvd Exit","UNF","UNFOUNDED","POINT (-90.07884043 29.94539154)",,,,,"3678129","527808","A0028514","6","2A","2014-01-01T02:46:55.000","2014-01-01T02:48:01.000","2014-01-01T02:39:09.000","2014-01-01T02:39:55.000","18","TRAFFIC INCIDENT","70113"
"060XX Louisville St","NAT","Necessary Action Taken","POINT (-90.11110656 30.00082379)",,,,,"3667696","547855","A0028614","3","2C","2014-01-01T02:51:11.000","2014-01-01T03:09:17.000","2014-01-01T02:39:45.000","2014-01-01T02:42:58.000","62A","BURGLAR ALARM, SILENT","70124"
"Toledano St & S Claiborne Ave (6I04)","NAT","Necessary Action Taken","POINT (-90.09625825 29.9413687)",,,,,"3672629","526285","A0028714","6","1H","2014-01-01T02:39:47.000","2014-01-01T02:58:34.000","2014-01-01T02:39:47.000",,"18","TRAFFIC INCIDENT","70115"
"005XX Canal St","NAT","Necessary Action Taken","POINT (-90.06790895 29.95189311)",,,,,"3681565","530210","A0028814","8","2B","2014-01-01T02:55:11.000","2014-01-01T02:55:14.000","2014-01-01T02:40:59.000","2014-01-01T02:43:44.000","103F","FIGHT","70130"
"006XX Decatur St","UNF","UNFOUNDED","POINT (-90.06286696 29.956356)",,,,,"3683144","531851","A0028914","8","2A","2014-01-01T03:17:46.000","2014-01-01T03:19:01.000","2014-01-01T02:41:06.000","2014-01-01T03:07:55.000","103","DISTURBANCE (OTHER)","70130"
"I-10 E & City Park Ave","RTF","REPORT TO FOLLOW","POINT (-90.11383863 29.98112449)",,,,,"3666908","540682","A0029014","3","2B","2014-01-01T03:34:16.000","2014-01-01T06:08:08.000","2014-01-01T02:42:40.000","2014-01-01T03:24:32.000","20I","AUTO ACCIDENT WITH INJURY","70124"
"Gen De Gaulle Dr & Garden Oaks Dr","DUP","DUPLICATE","POINT (-90.02157691 29.92483049)",,,,,"3696349","520534","A0029114","4","2B",,"2014-01-01T02:53:58.000","2014-01-01T02:42:53.000",,"94","DISCHARGING FIREARM","70114"
"033XX Garden Oaks Dr","UNF","UNFOUNDED","POINT (-90.02301411 29.92150621)",,,,,"3695908","519320","A0029214","4","2B","2014-01-01T02:52:01.000","2014-01-01T02:55:34.000","2014-01-01T02:43:43.000","2014-01-01T02:44:48.000","94","DISCHARGING FIREARM","70114"
"015XX S Carrollton Ave","UNF","UNFOUNDED","POINT (-90.12717902 29.95002206)",,,,,"3662803","529327","A0029314","2","1A",,"2014-01-01T03:41:29.000","2014-01-01T02:44:35.000","2014-01-01T03:33:34.000","94F","FIREWORKS","70118"
"030XX Royal St","DUP","DUPLICATE","POINT (-90.04549617 29.96361721)",,,,,"3688614","534552","A0029414","5","1A",,"2014-01-01T02:50:53.000","2014-01-01T02:45:31.000",,"103","DISTURBANCE (OTHER)","70117"
"Bourbon St & Toulouse St","NAT","Necessary Action Taken","POINT (-90.06636321 29.95783996)",,,,,"3682031","532378","A0029514","8","1D","2014-01-01T02:46:00.000","2014-01-01T04:24:19.000","2014-01-01T02:46:00.000",,"98","DRIVING WHILE UNDER INFLUENCE","70112"
"042XX D'Hemecourt St","UNF","UNFOUNDED","POINT (-90.10692374 29.97164616)",,,,,"3669134","537259","A0029614","3","1E",,"2014-01-01T03:59:46.000","2014-01-01T02:46:27.000","2014-01-01T03:34:09.000","21N","NOISE COMPLAINT","70119"
"Union St & Okeefe Ave","GOA","GONE ON ARRIVAL","POINT (-90.07374047 29.95216631)",,,,,"3679717","530289","A0029714","8","2A","2014-01-01T02:56:43.000","2014-01-01T03:04:22.000","2014-01-01T02:48:30.000","2014-01-01T02:51:51.000","21","COMPLAINT OTHER","70112"
"008XX Saint Philip St","NAT","Necessary Action Taken","POINT (-90.06359259 29.96100682)",,,,,"3682895","533539","A0029814","8","1H","2014-01-01T02:48:38.000","2014-01-01T03:14:46.000","2014-01-01T02:48:38.000",,"21","COMPLAINT OTHER","70116"
"I10 E & Metairie Rd Exit","DUP","DUPLICATE","POINT (-90.11597766 29.98646629)",,,,,"3666210","542617","A0029914","3","2A",,"2014-01-01T04:15:06.000","2014-01-01T02:49:14.000","2014-01-01T03:30:33.000","100","HIT & RUN","70124"
"Toulouse St & Chartres St","NAT","Necessary Action Taken","POINT (-90.06457307 29.95663361)",,,,,"3682602","531946","A0030014","8","1H",,"2014-01-01T03:36:03.000","2014-01-01T02:50:09.000","2014-01-01T03:05:08.000","21","COMPLAINT OTHER","70130"
"Louisa St & Royal St","NAT","Necessary Action Taken","POINT (-90.04370772 29.96308605)",,,,,"3689183","534366","A0030114","5","1H",,"2014-01-01T03:48:18.000","2014-01-01T02:52:02.000","2014-01-01T03:07:36.000","21","COMPLAINT OTHER","70117"
"Chartres St & Saint Louis St","NAT","Necessary Action Taken","POINT (-90.06527888 29.95583934)",,,,,"3682382","531654","A0030214","8","1H","2014-01-01T02:52:12.000","2014-01-01T03:04:43.000","2014-01-01T02:52:12.000",,"21","COMPLAINT OTHER","70130"
"018XX Iberville St","NAT","Necessary Action Taken","POINT (-90.07879647 29.96102095)",,,,,"3678081","533491","A0030314","1","2C","2014-01-01T03:26:19.000","2014-01-01T03:30:36.000","2014-01-01T02:52:45.000","2014-01-01T03:20:27.000","62A","BURGLAR ALARM, SILENT","70112"
"073XX Read Blvd","NAT","Necessary Action Taken","POINT (-89.97992217 30.04255788)",,,,,"3709038","563497","A0030414","7","1H","2014-01-01T02:53:35.000","2014-01-01T03:07:15.000","2014-01-01T02:53:35.000",,"21","COMPLAINT OTHER","70127"
"Pontchartrain Expy W & Tchoupitoulas Exit","GOA","GONE ON ARRIVAL","POINT (-90.07222488 29.94145284)",,,,,"3680240","526399","A0030514","6","2A",,"2014-01-01T03:07:16.000","2014-01-01T02:54:57.000","2014-01-01T02:57:30.000","21","COMPLAINT OTHER","70130"
"005XX Bourbon St","NAT","Necessary Action Taken","POINT (0 0)",,,,,"37369000","3513814","A0030614","8","2B","2014-01-01T02:55:00.000","2014-01-01T03:42:48.000","2014-01-01T02:55:00.000","2014-01-01T03:39:00.000","24","MEDICAL","70112"
"018XX Saint Charles Ave","NAT","Necessary Action Taken","POINT (-90.07767785 29.93633632)",,,,,"3678534","524519","A0030714","6","1H","2014-01-01T02:58:07.000","2014-01-01T02:59:16.000","2014-01-01T02:58:07.000",,"21","COMPLAINT OTHER","70130"
"007XX Saint Louis St","NAT","Necessary Action Taken","POINT (-90.06627674 29.9563866)",,,,,"3682064","531850","A0030814","8","1A","2014-01-01T02:59:27.000","2014-01-01T04:04:49.000","2014-01-01T02:59:27.000",,"103","DISTURBANCE (OTHER)","70130"
"005XX Frenchmen St","VOI","VOID","POINT (0 0)",,,,,"37369000","3513814","A0030914","8","2B","2014-01-01T03:01:22.000","2014-01-01T03:02:01.000","2014-01-01T03:01:22.000",,"24","MEDICAL","70116"
"Tulane Ave & S Claiborne Ave (1G01)","RTF","REPORT TO FOLLOW","POINT (-90.0800281 29.95692554)",,,,,"3677707","531998","A0031014","1","1C",,"2014-01-01T06:16:48.000","2014-01-01T03:01:25.000","2014-01-01T04:43:47.000","20","AUTO ACCIDENT","70112"
"US90B E & Earhart Blvd Exit","NAT","Necessary Action Taken","POINT (-90.07884043 29.94539154)",,,,,"3678129","527808","A0031114","6","2A","2014-01-01T03:06:32.000","2014-01-01T03:57:24.000","2014-01-01T03:01:36.000","2014-01-01T03:02:10.000","18","TRAFFIC INCIDENT","70113"
"101XX Dwyer Rd","NAT","Necessary Action Taken","POINT (-89.96817036 30.02756361)",,,,,"3712821","558089","A0031214","7","1G","2014-01-01T03:11:46.000","2014-01-01T03:29:11.000","2014-01-01T03:01:48.000","2014-01-01T03:01:48.000","58","RETURN FOR ADDITIONAL INFO","70127"
"004XX Bourbon St","NAT","Necessary Action Taken","POINT (-90.06751863 29.95654239)",,,,,"3681670","531902","A0031314","8","1H","2014-01-01T03:02:58.000","2014-01-01T03:23:10.000","2014-01-01T03:02:58.000","2014-01-01T03:03:03.000","21","COMPLAINT OTHER","70112"
"051XX Tchoupitoulas St","NAT","Necessary Action Taken","POINT (-90.11029608 29.91643617)",,,,,"3668280","517171","A0031414","2","1H",,"2014-01-01T03:32:40.000","2014-01-01T03:03:41.000","2014-01-01T03:03:41.000","18","TRAFFIC INCIDENT","70115"
"123XX N I-10 Service Rd","UNF","UNFOUNDED","POINT (-89.95670651 30.04973218)",,,,,"3716351","566194","A0031514","7","2B",,"2014-01-01T03:35:21.000","2014-01-01T03:05:32.000","2014-01-01T03:06:40.000","103D","DOMESTIC DISTURBANCE","70128"
"I10 W & Carrollton Airline Exit","UNF","UNFOUNDED","POINT (-90.1017964 29.96331387)",,,,,"3670789","534246","A0031614","1","2B","2014-01-01T04:08:57.000","2014-01-01T04:25:48.000","2014-01-01T03:05:44.000","2014-01-01T03:54:36.000","20I","AUTO ACCIDENT WITH INJURY","70119"
"013XX Coliseum St","RTF","REPORT TO FOLLOW","POINT (-90.07307488 29.93795097)",,,,,"3679985","525122","A0031714","6","2C","2014-01-01T03:10:37.000","2014-01-01T05:00:04.000","2014-01-01T03:06:24.000","2014-01-01T03:07:24.000","63","PROWLER","70130"
"St Louis St & Chartres St","NAT","Necessary Action Taken","POINT (-90.06527888 29.95583934)",,,,,"3682382","531654","A0031814","8","1H","2014-01-01T03:22:03.000","2014-01-01T04:00:08.000","2014-01-01T03:08:19.000","2014-01-01T03:15:04.000","21","COMPLAINT OTHER","70130"
"I-10 W (1G01) & Poydras St","RTF","REPORT TO FOLLOW","POINT (-90.08448268 29.9543917)",,,,,"3676307","531061","A0031914","1","1C","2014-01-01T03:08:23.000","2014-01-01T04:43:39.000","2014-01-01T03:08:23.000","2014-01-01T03:10:59.000","20","AUTO ACCIDENT","70112"
"005XX Baronne St","NAT","Necessary Action Taken","POINT (-90.07339238 29.94954209)",,,,,"3679838","529336","A0032014","8","2D",,"2014-01-01T03:28:31.000","2014-01-01T03:08:30.000","2014-01-01T03:09:52.000","911","SILENT 911 CALL","70113"
"009XX Decatur St","NAT","Necessary Action Taken","POINT (-90.06143616 29.95853941)",,,,,"3683588","532650","A0032114","8","2C",,"2014-01-01T03:16:47.000","2014-01-01T03:09:33.000","2014-01-01T03:16:41.000","62A","BURGLAR ALARM, SILENT","70116"
"Canal St & Basin St (1E02)","NAT","Necessary Action Taken","POINT (-90.07319522 29.95613236)",,,,,"3679874","531733","A0032214","1","1H","2014-01-01T03:09:43.000","2014-01-01T03:52:17.000","2014-01-01T03:09:43.000","2014-01-01T03:16:31.000","18","TRAFFIC INCIDENT","70112"
"Julia St & Tchoupitoulas St","RTF","REPORT TO FOLLOW","POINT (-90.06747047 29.94496852)",,,,,"3681732","527694","A0032314","8","2A","2014-01-01T08:07:04.000","2014-01-01T09:22:46.000","2014-01-01T03:14:31.000","2014-01-01T08:01:11.000","20","AUTO ACCIDENT","70130"
"Upperline St & Tchoupitoulas St","UNF","UNFOUNDED","POINT (-90.10818875 29.91657857)",,,,,"3668947","517230","A0032414","2","1A","2014-01-01T03:52:32.000","2014-01-01T03:54:57.000","2014-01-01T03:15:24.000","2014-01-01T03:45:51.000","103","DISTURBANCE (OTHER)","70115"
"008XX Carondelet St","NAT","Necessary Action Taken","POINT (-90.07307247 29.94531716)",,,,,"3679956","527801","A0032514","8","2C",,"2014-01-01T03:41:06.000","2014-01-01T03:15:24.000","2014-01-01T03:41:01.000","62A","BURGLAR ALARM, SILENT","70130"
"012XX Vallette St","UNF","UNFOUNDED","POINT (-90.04942052 29.94330721)",,,,,"3687455","527153","A0032614","4","1A","2014-01-01T05:26:58.000","2014-01-01T05:28:08.000","2014-01-01T03:16:41.000","2014-01-01T05:11:26.000","103D","DOMESTIC DISTURBANCE","70114"
"Napoleon Ave & S Broad St","GOA","GONE ON ARRIVAL","POINT (-90.1038498 29.94899838)",,,,,"3670195","529033","A0032714","2","1H",,"2014-01-01T04:40:50.000","2014-01-01T03:17:19.000","2014-01-01T04:40:43.000","18","TRAFFIC INCIDENT","70125"
"049XX Spain St","RTF","REPORT TO FOLLOW","POINT (0 0)",,,,,"37369000","3513814","A2259414","3","2A","2014-01-18T11:23:11.000","2014-01-18T15:50:17.000","2014-01-18T11:16:32.000","2014-01-18T11:19:01.000","42","AGGRAVATED RAPE","70122"
"003XX Bourbon St","GOA","GONE ON ARRIVAL","POINT (-90.06836096 29.95597474)",,,,,"3681406","531693","A0032814","8","2A","2014-01-01T04:42:48.000","2014-01-01T05:54:40.000","2014-01-01T03:17:36.000","2014-01-01T03:23:55.000","103","DISTURBANCE (OTHER)","70112"
"Canal St & Royal St","UNF","UNFOUNDED","POINT (-90.06899758 29.95328875)",,,,,"3681215","530714","A0032914","8","1D","2014-01-01T09:57:35.000","2014-01-01T10:02:19.000","2014-01-01T03:18:23.000","2014-01-01T09:52:42.000","56","SIMPLE CRIMINAL DAMAGE","70130"
"003XX Bourbon St","RTF","REPORT TO FOLLOW","POINT (-90.06845211 29.95548846)",,,,,"3681379","531516","A0033014","8","1E","2014-01-01T03:19:35.000","2014-01-01T05:25:21.000","2014-01-01T03:19:35.000",,"67P","PICKPOCKET","70112"
"088XX Dinkins St","RTF","REPORT TO FOLLOW","POINT (-89.99428704 30.0424424)",,,,,"3704494","563402","A0033114","7","2B",,"2014-01-01T04:55:03.000","2014-01-01T03:22:28.000","2014-01-01T03:35:13.000","103D","DOMESTIC DISTURBANCE","70127"
"005XX River Oaks Dr","RTF","REPORT TO FOLLOW","POINT (-90.00507809 29.92636351)",,,,,"3701569","521152","A0033214","4","1H","2014-01-01T03:40:32.000","2014-01-01T04:10:24.000","2014-01-01T03:24:31.000","2014-01-01T03:25:33.000","21","COMPLAINT OTHER","70131"
"N Robertson St & N Claiborne Ave (5B03)(5G02)","NAT","Necessary Action Taken","POINT (-90.05584595 29.9726768)",,,,,"3685301","537810","A0033314","5","1H","2014-01-01T03:30:56.000","2014-01-01T03:51:56.000","2014-01-01T03:24:38.000","2014-01-01T03:26:33.000","21","COMPLAINT OTHER","70117"
"040XX Canal St","NAT","Necessary Action Taken","POINT (-90.09956782 29.97369233)",,,,,"3671454","538028","A0033414","1","1H","2014-01-01T03:25:12.000","2014-01-01T04:11:43.000","2014-01-01T03:25:12.000",,"21","COMPLAINT OTHER","70119"
"005XX Canal St","NAT","Necessary Action Taken","POINT (-90.06790895 29.95189311)",,,,,"3681565","530210","A0033514","8","1A",,"2014-01-01T04:03:46.000","2014-01-01T03:27:07.000","2014-01-01T03:38:10.000","103","DISTURBANCE (OTHER)","70130"
"I10 W & Airline Hwy","UNF","UNFOUNDED","POINT (-90.10908234 29.96986282)",,,,,"3668457","536603","A0033614","3","2A",,"2014-01-01T04:26:14.000","2014-01-01T03:27:35.000","2014-01-01T04:25:58.000","18","TRAFFIC INCIDENT","70119"
