"block_address","disposition","dispositiontext","location","location_address","location_city","location_state","location_zip","mapx","mapy","nopd_item","policedistrict","priority","timearrive","timeclosed","timecreate","timedispatch","type","typetext","zip"
"Burgundy St & Conti St","NAT","NECESSARY ACTION TAKEN","POINT (-90.06953235430639 29.95750072959107)",,,,,"3681029.00000000","532244.00000000","A0020411","8","1H",,"2011-01-01T01:49:21.000","2011-01-01T01:07:33.000","2011-01-01T01:07:36.000","21","COMPLAINT OTHER","70112"
"017XX Touro St","NAT","NECESSARY ACTION TAKEN","POINT (-90.05982535277093 29.974498358065325)",,,,,"3684034.00000000","538459.00000000","A0020511","5","1H","2011-01-01T01:10:01.000","2011-01-01T01:14:03.000","2011-01-01T01:07:34.000","2011-01-01T01:07:38.000","18","TRAFFIC  INCIDENT","70116"
"007XX Slidell St","RTF","REPORT TO FOLLOW","POINT (-90.04910327829673 29.94763942943573)",,,,,"3687538.00000000","528730.00000000","A0020611","4","1D","2011-01-01T01:21:06.000","2011-01-01T02:26:46.000","2011-01-01T01:07:43.000","2011-01-01T01:14:27.000","35","SIMPLE BATTERY","70114"
"Curran Blvd & Lehigh St","GOA","GONE ON ARRIVAL","POINT (-89.9757205502942 30.04944486761182)",,,,,"3710338.00000000","566018.00000000","A0020911","7","1B",,"2011-01-01T02:32:45.000","2011-01-01T01:08:24.000","2011-01-01T02:32:43.000","94","DISCHARGING FIREARMS","70127"
"Chartres St & Gov Nicholls St","NAT","NECESSARY ACTION TAKEN","POINT (-90.06028012550381 29.961385289021468)",,,,,"3683943.00000000","533689.00000000","A0020711","8","1H",,"2011-01-01T01:47:41.000","2011-01-01T01:08:32.000","2011-01-01T01:08:37.000","21","COMPLAINT OTHER","70116"
"Memphis St & Polk Ave","NAT","NECESSARY ACTION TAKEN","POINT (-90.10642309381802 29.99900877316474)",,,,,"3669186.00000000","547211.00000000","A0021211","3","1H","2011-01-01T01:29:50.000","2011-01-01T01:34:42.000","2011-01-01T01:08:45.000","2011-01-01T01:25:23.000","94F","FIREWORKS","70124"
"026XX St Bernard Ave","NAT","NECESSARY ACTION TAKEN","POINT (-90.0720665722254 29.983619692702675)",,,,,"3680122.00000000","541733.00000000","A0021711","1","2H","2011-01-01T01:13:54.000","2011-01-01T01:28:30.000","2011-01-01T01:08:53.000","2011-01-01T01:11:55.000","21","COMPLAINT OTHER","70119"
"034XX Gen Taylor St","NAT","NECESSARY ACTION TAKEN","POINT (-90.10091675321989 29.94425471205319)",,,,,"3671143.00000000","527319.00000000","A0020811","2","1H","2011-01-01T01:09:06.000","2011-01-01T01:22:45.000","2011-01-01T01:09:01.000","2011-01-01T01:09:03.000","21","COMPLAINT OTHER","70125"
"Mlk Blvd & Simon Bolivar Ave","NAT","NECESSARY ACTION TAKEN","POINT (-90.08141743412462 29.94230236904794)",,,,,"3677326.00000000","526676.00000000","A0021011","6","1H","2011-01-01T01:09:42.000","2011-01-01T01:32:41.000","2011-01-01T01:09:25.000","2011-01-01T01:09:29.000","21","COMPLAINT OTHER","70113"
"008XX Block Of Decatur St","NAT","NECESSARY ACTION TAKEN","POINT (-0.0000022929847665 0.0000009235500543)",,,,,"37369000","3513814","A0021111","0","1H","2011-01-01T01:09:34.000","2011-01-01T01:55:16.000","2011-01-01T01:09:34.000","2011-01-01T01:09:34.000","21","COMPLAINT OTHER",
"067XX Foch Rd","NAT","NECESSARY ACTION TAKEN","POINT (-90.0186558435286 30.021706919247684)",,,,,"3696871.00000000","555773.00000000","A0021511","7","1C","2011-01-01T01:42:36.000","2011-01-01T01:43:41.000","2011-01-01T01:09:54.000","2011-01-01T01:34:34.000","62A","BURGLAR ALARM, SILEN","70126"
"001XX Pinewood Ct","NAT","NECESSARY ACTION TAKEN","POINT (-90.02304083285057 29.932103386896824)",,,,,"3695856.00000000","523174.00000000","A0021811","4","1A",,"2011-01-01T01:54:54.000","2011-01-01T01:10:03.000","2011-01-01T01:54:51.000","67","THEFT","70114"
"Abundance St & Morrice Duncan Dr","UNF","UNFOUNDED","POINT (-90.03345863186685 29.987228812454894)",,,,,"3692329.00000000","543182.00000000","A0021311","5","2B","2011-01-01T02:00:27.000","2011-01-01T02:18:34.000","2011-01-01T01:10:10.000","2011-01-01T01:51:30.000","94","DISCHARGING FIREARMS","70126"
"008XX Tchoupitoulas St","RTF","REPORT TO FOLLOW","POINT (-90.06740536542415 29.94493204351788)",,,,,"3681753.00000000","527681.00000000","A0021411","8","1C",,"2011-01-01T01:57:00.000","2011-01-01T01:10:10.000","2011-01-01T01:13:50.000","20","AUTO ACCIDENT","70130"
"060XX Bullard Ave","NAT","NECESSARY ACTION TAKEN","POINT (-89.95926963888884 30.044236292957173)",,,,,"3715565.00000000","564186.00000000","A0022011","7","2C","2011-01-01T01:38:15.000","2011-01-01T02:25:59.000","2011-01-01T01:10:24.000","2011-01-01T01:32:51.000","103","DISTURBANCE (OTHER)","70128"
"005XX Canal St","NAT","NECESSARY ACTION TAKEN","POINT (-90.06735351509451 29.95175704231771)",,,,,"3681742.00000000","530163.00000000","A0021611","8","2B","2011-01-01T02:02:40.000","2011-01-01T03:04:55.000","2011-01-01T01:11:02.000","2011-01-01T01:11:06.000","24","AMBULANCE REQUEST","70130"
"060XX Vermillion Blvd","NAT","NECESSARY ACTION TAKEN","POINT (-90.06205092879031 30.019460067858372)",,,,,"3683148.00000000","554801.00000000","A0022311","3","2A","2011-01-01T01:16:53.000","2011-01-01T01:20:56.000","2011-01-01T01:12:09.000","2011-01-01T01:15:34.000","103","DISTURBANCE (OTHER)","70122"
"002XX Bourbon St","RTF","REPORT TO FOLLOW","POINT (-90.06914974894325 29.954796558671937)",,,,,"3681161.00000000","531262.00000000","A0021911","8","1H",,"2011-01-01T01:13:01.000","2011-01-01T01:12:22.000","2011-01-01T01:12:26.000","21","COMPLAINT OTHER","70112"
"005XX Napoleon Ave","NAT","NECESSARY ACTION TAKEN","POINT (-90.10090995229798 29.917191930573235)",,,,,"3671251.00000000","517478.00000000","A0022511","6","2B","2011-01-01T01:19:57.000","2011-01-01T01:37:57.000","2011-01-01T01:12:22.000","2011-01-01T01:15:50.000","24","AMBULANCE REQUEST","70115"
"Canal St & St Charles Ave","VOI","VOID","POINT (-90.06916825985923 29.953086238698337)",,,,,"3681162.00000000","530640.00000000","A0031811","8","1H",,"2011-01-01T02:37:41.000","2011-01-01T02:02:24.000",,"21","COMPLAINT OTHER","70130"
"022XX Canal St","NAT","NECESSARY ACTION TAKEN","POINT (-90.08225922371912 29.962302830071884)",,,,,"3676980.00000000","533946.00000000","A0022611","1","1H","2011-01-01T01:19:13.000","2011-01-01T01:27:07.000","2011-01-01T01:12:27.000","2011-01-01T01:16:08.000","21","COMPLAINT OTHER","70119"
"015XX Franklin Ave","UNF","UNFOUNDED","POINT (-90.04918720600122 29.973017242677482)",,,,,"3687408.00000000","537958.00000000","A0022711","5","1H","2011-01-01T01:55:00.000","2011-01-01T02:01:07.000","2011-01-01T01:12:57.000","2011-01-01T01:52:43.000","94F","FIREWORKS","70117"
"027XX Prancer St","NAT","NECESSARY ACTION TAKEN","POINT (-90.01131493650752 29.92635952906021)",,,,,"3699594.00000000","521128.00000000","A0022211","4","2A","2011-01-01T01:15:43.000","2011-01-01T01:19:42.000","2011-01-01T01:13:17.000","2011-01-01T01:13:42.000","94","DISCHARGING FIREARMS","70131"
"X Canal St","RTF","REPORT TO FOLLOW","POINT (-90.06337438411954 29.949785448055536)",,,,,"3683010.00000000","529460.00000000","A0515211","8","2C",,"2011-01-04T01:57:25.000","2011-01-04T01:57:22.000",,"63","PROWLER","70130"
"Bourbon St & Conti St","NAT","NECESSARY ACTION TAKEN","POINT (-90.06773812831777 29.95628998703815)",,,,,"3681602.00000000","531810.00000000","A0022111","8","1H",,"2011-01-01T01:57:28.000","2011-01-01T01:13:32.000","2011-01-01T01:13:35.000","21","COMPLAINT OTHER","70112"
"076XX Weaver Ave","NAT","NECESSARY ACTION TAKEN","POINT (-89.98486095205601 30.044866548670804)",,,,,"3707466.00000000","564319.00000000","A0023011","7","1C","2011-01-01T01:32:07.000","2011-01-01T01:34:01.000","2011-01-01T01:15:34.000","2011-01-01T01:28:30.000","62A","BURGLAR ALARM, SILEN","70127"
"Canal St & S Peters St","NAT","NECESSARY ACTION TAKEN","POINT (-90.06597801609149 29.950905051476717)",,,,,"3682181.00000000","529858.00000000","A0022811","8","1H","2011-01-01T01:15:49.000","2011-01-01T01:42:10.000","2011-01-01T01:15:43.000","2011-01-01T01:15:45.000","21","COMPLAINT OTHER","70130"
"024XX Royal St","NAT","NECESSARY ACTION TAKEN","POINT (-90.0530203321986 29.964757852888447)",,,,,"3686228.00000000","534941.00000000","A0023311","8","2C","2011-01-01T01:30:11.000","2011-01-01T01:34:51.000","2011-01-01T01:15:48.000","2011-01-01T01:30:07.000","62A","BURGLAR ALARM, SILEN","70117"
"147XX Chef Menteur Hwy","UNF","UNFOUNDED","POINT (-89.90425047516077 30.038788769111676)",,,,,"3732996.00000000","562418.00000000","A0023111","7","1H",,"2011-01-01T02:22:21.000","2011-01-01T01:16:45.000","2011-01-01T02:09:12.000","94F","FIREWORKS","70129"
"N Claiborne Ave & Clouet St","NAT","NECESSARY ACTION TAKEN","POINT (-90.04269104179609 29.972692447523677)",,,,,"3689466.00000000","537863.00000000","A0023211","5","1H","2011-01-01T01:17:50.000","2011-01-01T02:09:07.000","2011-01-01T01:17:44.000","2011-01-01T01:17:47.000","18","TRAFFIC  INCIDENT","70117"
"062XX Erin Dr","NAT","NECESSARY ACTION TAKEN","POINT (-90.02067855712647 30.029611292608504)",,,,,"3696198.00000000","558640.00000000","A0023411","7","2B",,"2011-01-01T01:20:22.000","2011-01-01T01:18:17.000","2011-01-01T01:20:20.000","94","DISCHARGING FIREARMS","70126"
"Elysian Fields Ave & St Claude A","NAT","NECESSARY ACTION TAKEN","POINT (-90.05697049864575 29.968530717793847)",,,,,"3684962.00000000","536299.00000000","A0023611","8","1H","2011-01-01T01:30:00.000","2011-01-01T01:42:59.000","2011-01-01T01:18:56.000","2011-01-01T01:24:14.000","21","COMPLAINT OTHER","70116"
"A P Tureaud Ave & Aubry St","NAT","NECESSARY ACTION TAKEN","POINT (-90.06693729763116 29.9773362218912)",,,,,"3681771.00000000","539466.00000000","A0023511","5","1H","2011-01-01T01:20:19.000","2011-01-01T01:46:52.000","2011-01-01T01:19:56.000","2011-01-01T01:20:06.000","21","COMPLAINT OTHER","70116"
"002XX S Genois St","NAT","NECESSARY ACTION TAKEN","POINT (-90.09685848811147 29.97030302149907)",,,,,"3672326.00000000","536805.00000000","A0023711","1","2A","2011-01-01T01:27:57.000","2011-01-01T03:48:58.000","2011-01-01T01:21:26.000","2011-01-01T01:26:24.000","103","DISTURBANCE (OTHER)","70119"
"005XX Toulouse St","NAT","NECESSARY ACTION TAKEN","POINT (-90.06363856538984 29.956074493803854)",,,,,"3682901.00000000","531746.00000000","A0024011","8","2B",,"2011-01-01T01:31:18.000","2011-01-01T01:21:35.000","2011-01-01T01:27:24.000","24","AMBULANCE REQUEST","70130"
"005XX Bourbon St","RTF","REPORT TO FOLLOW","POINT (-90.0669833929221 29.95703347475466)",,,,,"3681838.00000000","532083.00000000","A0023811","8","0A",,"2011-01-01T01:22:41.000","2011-01-01T01:22:39.000",,"21L","LOST OR STOLEN","70112"
"005XX Bourbon St","RTF","REPORT TO FOLLOW","POINT (-90.0669833929221 29.95703347475466)",,,,,"3681838.00000000","532083.00000000","A0023911","8","0A",,"2011-01-01T01:22:42.000","2011-01-01T01:22:39.000",,"21L","LOST OR STOLEN","70112"
"Bourbon St & St Louis St","NAT","NECESSARY ACTION TAKEN","POINT (-90.06705588011798 29.95704517230964)",,,,,"3681815.00000000","532087.00000000","A0024111","8","1H","2011-01-01T01:23:44.000","2011-01-01T01:52:46.000","2011-01-01T01:23:33.000","2011-01-01T01:23:41.000","21","COMPLAINT OTHER","70112"
"018XX Desire St","UNF","UNFOUNDED","POINT (-90.03831429121898 29.974315951483014)",,,,,"3690845.00000000","538469.00000000","A0024711","5","1B",,"2011-01-01T04:35:32.000","2011-01-01T01:24:00.000","2011-01-01T04:30:36.000","55","AGGRAVATED CRIMINAL","70117"
"3rd St & Tchoupitoulas St","GOA","GONE ON ARRIVAL","POINT (-90.0764724953934 29.921253452269383)",,,,,"3678976.00000000","519039.00000000","A0024411","6","1D","2011-01-01T01:36:22.000","2011-01-01T01:37:19.000","2011-01-01T01:24:39.000","2011-01-01T01:35:25.000","99","RECKLESS DRIVING","70130"
"040XX Alvar St","UNF","UNFOUNDED","POINT (-90.03039021996457 30.00181467622739)",,,,,"3693240.00000000","548497.00000000","A0024211","5","1C","2011-01-01T04:18:18.000","2011-01-01T04:20:46.000","2011-01-01T01:25:11.000","2011-01-01T04:17:57.000","103","DISTURBANCE (OTHER)","70126"
"Camp St & Julia St","NAT","NECESSARY ACTION TAKEN","POINT (-90.07043392280228 29.945654148148748)",,,,,"3680791.00000000","527933.00000000","A0024311","8","2B","2011-01-01T01:25:45.000","2011-01-01T01:41:03.000","2011-01-01T01:25:38.000","2011-01-01T01:25:42.000","107","SUSPICIOUS PERSON","70130"
"025XX Clover St","NAT","NECESSARY ACTION TAKEN","POINT (-90.051137307155 29.99675766240053)",,,,,"3686694.00000000","546584.00000000","A0025211","3","2H","2011-01-01T01:36:07.000","2011-01-01T02:09:30.000","2011-01-01T01:27:34.000","2011-01-01T01:32:53.000","21","COMPLAINT OTHER","70122"
"031XX Delachaise St","UNF","UNFOUNDED","POINT (-90.09904561850213 29.941847428188122)",,,,,"3671745.00000000","526450.00000000","A0024811","2","1C","2011-01-01T01:29:42.000","2011-01-01T01:46:45.000","2011-01-01T01:27:35.000","2011-01-01T01:28:40.000","103","DISTURBANCE (OTHER)","70125"
"Bourbon St & St Louis St","NAT","NECESSARY ACTION TAKEN","POINT (-90.06705588011798 29.95704517230964)",,,,,"3681815.00000000","532087.00000000","A0024511","8","1H","2011-01-01T01:27:44.000","2011-01-01T01:30:39.000","2011-01-01T01:27:38.000","2011-01-01T01:27:41.000","21","COMPLAINT OTHER","70112"
"006XX Decatur St","NAT","NECESSARY ACTION TAKEN","POINT (-90.06343541755788 29.955907533606055)",,,,,"3682966.00000000","531686.00000000","A0025611","8","1C",,"2011-01-01T02:24:23.000","2011-01-01T01:27:54.000","2011-01-01T02:14:55.000","103","DISTURBANCE (OTHER)","70130"
"005XX Bourbon St","NAT","NECESSARY ACTION TAKEN","POINT (-90.0669833929221 29.95703347475466)",,,,,"3681838.00000000","532083.00000000","A0024611","8","1C","2011-01-01T01:28:07.000","2011-01-01T02:50:50.000","2011-01-01T01:28:01.000","2011-01-01T01:28:03.000","103","DISTURBANCE (OTHER)","70112"
"012XX Chartres St","NAT","NECESSARY ACTION TAKEN","POINT (-90.06007939316828 29.961523596747472)",,,,,"3684006.00000000","533740.00000000","A0024911","8","2B","2011-01-01T01:29:01.000","2011-01-01T01:51:59.000","2011-01-01T01:28:46.000","2011-01-01T01:28:49.000","24","AMBULANCE REQUEST","70116"
"Baronne St & Delachaise St","NAT","NECESSARY ACTION TAKEN","POINT (-90.09351840487153 29.929764222798926)",,,,,"3673543.00000000","522075.00000000","A0025011","6","2B","2011-01-01T01:31:26.000","2011-01-01T01:34:05.000","2011-01-01T01:29:37.000","2011-01-01T01:29:39.000","107","SUSPICIOUS PERSON","70115"
"014XX Southlawn Blvd","UNF","UNFOUNDED","POINT (-90.02525928319275 29.940139007750258)",,,,,"3695120.00000000","526088.00000000","A0025411","4","2B","2011-01-01T01:36:25.000","2011-01-01T02:01:48.000","2011-01-01T01:29:42.000","2011-01-01T01:32:01.000","94","DISCHARGING FIREARMS","70114"
"004XX Bourbon St","NAT","NECESSARY ACTION TAKEN","POINT (-90.06771459470332 29.95640251052432)",,,,,"3681609.00000000","531851.00000000","A0025111","8","1H","2011-01-01T01:30:24.000","2011-01-01T01:33:33.000","2011-01-01T01:29:59.000","2011-01-01T01:30:06.000","21","COMPLAINT OTHER","70112"
"034XX Royal St","NAT","NECESSARY ACTION TAKEN","POINT (-90.04123012922442 29.962577367431958)",,,,,"3689970.00000000","534190.00000000","A0025311","5","1H",,"2011-01-01T04:38:18.000","2011-01-01T01:30:34.000","2011-01-01T01:30:36.000","21","COMPLAINT OTHER","70117"
"001XX Bourbon St","NAT","NECESSARY ACTION TAKEN","POINT (-90.06978311579051 29.953908893404925)",,,,,"3680964.00000000","530937.00000000","A0025511","8","1H","2011-01-01T01:50:14.000","2011-01-01T02:27:51.000","2011-01-01T01:30:58.000","2011-01-01T01:31:04.000","21","COMPLAINT OTHER","70112"
"009XX Pauline St","NAT","NECESSARY ACTION TAKEN","POINT (-90.03796334897856 29.963881751559267)",,,,,"3690999.00000000","534676.00000000","A0025911","5","1H",,"2011-01-01T02:31:04.000","2011-01-01T01:30:59.000","2011-01-01T02:30:56.000","94F","FIREWORKS","70117"
"084XX Dixon St","RTF","REPORT TO FOLLOW","POINT (-90.11178239308424 29.968748402876844)",,,,,"3667607.00000000","536189.00000000","A0025711","2","1B","2011-01-01T02:24:27.000","2011-01-01T03:56:11.000","2011-01-01T01:31:07.000","2011-01-01T01:52:15.000","67A","AUTO THEFT","70118"
"041XX Clermont Dr","NAT","NECESSARY ACTION TAKEN","POINT (-90.05700877635218 29.99960870226217)",,,,,"3684824.00000000","547600.00000000","A0026011","3","2C","2011-01-01T01:48:19.000","2011-01-01T01:54:47.000","2011-01-01T01:32:21.000","2011-01-01T01:34:55.000","62A","BURGLAR ALARM, SILEN","70122"
"031XX Elysian Fields Ave","NAT","NECESSARY ACTION TAKEN","POINT (-90.0582641516289 29.989885926835523)",,,,,"3684466.00000000","544060.00000000","A0026311","3","1H","2011-01-01T02:11:35.000","2011-01-01T02:25:47.000","2011-01-01T01:32:34.000","2011-01-01T02:11:33.000","21","COMPLAINT OTHER","70122"
"015XX N Robertson St","RTF","REPORT TO FOLLOW","POINT (-90.06549182984091 29.971275078557902)",,,,,"3682253.00000000","537267.00000000","A0026111","1","1A","2011-01-01T03:45:03.000","2011-01-01T04:37:45.000","2011-01-01T01:32:57.000","2011-01-01T03:44:13.000","67","THEFT","70116"
"Mlk Blvd & Simon Bolivar Ave","NAT","NECESSARY ACTION TAKEN","POINT (-90.08141743412462 29.94230236904794)",,,,,"3677326.00000000","526676.00000000","A0025811","6","1H","2011-01-01T01:35:58.000","2011-01-01T01:43:37.000","2011-01-01T01:33:20.000","2011-01-01T01:33:24.000","21","COMPLAINT OTHER","70113"
"011XX Poland Ave","NAT","NECESSARY ACTION TAKEN","POINT (-90.03128896582353 29.964918633892804)",,,,,"3693108.00000000","535077.00000000","A0026211","5","2C","2011-01-01T01:37:53.000","2011-01-01T01:39:08.000","2011-01-01T01:33:41.000","2011-01-01T01:35:04.000","62A","BURGLAR ALARM, SILEN","70117"
"005XX Toulouse St","NAT","NECESSARY ACTION TAKEN","POINT (-90.06363856538984 29.956074493803854)",,,,,"3682901.00000000","531746.00000000","A0026411","8","2B",,"2011-01-01T01:46:46.000","2011-01-01T01:35:15.000","2011-01-01T01:37:53.000","103F","FIGHT","70130"
"036XX Toulouse St","NAT","NECESSARY ACTION TAKEN","POINT (-90.09260478406257 29.975320206620562)",,,,,"3673653.00000000","538644.00000000","A0026511","1","1C","2011-01-01T01:57:53.000","2011-01-01T02:02:39.000","2011-01-01T01:35:18.000","2011-01-01T01:37:09.000","103","DISTURBANCE (OTHER)","70119"
"Chartres St & Toulouse St","UNF","UNFOUNDED","POINT (-90.06456946603063 29.956627972289603)",,,,,"3682604.00000000","531944.00000000","A0026611","8","0A",,"2011-01-01T04:50:57.000","2011-01-01T01:35:25.000","2011-01-01T04:50:49.000","21L","LOST OR STOLEN","70130"
"A P Tureaud Ave & N Miro St","NAT","NECESSARY ACTION TAKEN","POINT (-90.06733168952248 29.979113758101438)",,,,,"3681639.00000000","540111.00000000","A0026711","5","1H",,"2011-01-01T01:38:17.000","2011-01-01T01:36:24.000","2011-01-01T01:36:38.000","18","TRAFFIC  INCIDENT","70119"
"017XX Elysian Fields Ave","NAT","NECESSARY ACTION TAKEN","POINT (-90.05706568015768 29.974669625012258)",,,,,"3684907.00000000","538531.00000000","A0027011","5","2C","2011-01-01T01:44:24.000","2011-01-01T01:51:50.000","2011-01-01T01:36:40.000","2011-01-01T01:39:14.000","103","DISTURBANCE (OTHER)","70117"
"018XX St Thomas St","NAT","NECESSARY ACTION TAKEN","POINT (-90.06925337571998 29.928419544196995)",,,,,"3681234.00000000","521670.00000000","A0026911","6","2C","2011-01-01T01:42:59.000","2011-01-01T01:49:40.000","2011-01-01T01:36:56.000","2011-01-01T01:38:23.000","21","COMPLAINT OTHER","70130"
"Annunciation St & Felicity St","NAT","NECESSARY ACTION TAKEN","POINT (-90.07097809715185 29.930344609569126)",,,,,"3680680.00000000","522364.00000000","A0026811","6","1H","2011-01-01T01:37:35.000","2011-01-01T02:52:00.000","2011-01-01T01:37:03.000","2011-01-01T01:37:04.000","18","TRAFFIC  INCIDENT","70130"
"I-10 W & Morrison Exit","DUP","DUPLICATE","POINT (-90.01210568934152 30.025700332708535)",,,,,"3698927.00000000","557249.00000000","A0066011","7","2C",,"2011-01-01T07:57:51.000","2011-01-01T07:56:35.000",,"20","AUTO ACCIDENT","70126"
"Lafitte St & N Lopez St","UNF","UNFOUNDED","POINT (-90.08906796007203 29.971959336628473)",,,,,"3674786.00000000","537434.00000000","A0027111","1","2B","2011-01-01T01:44:07.000","2011-01-01T01:47:35.000","2011-01-01T01:37:50.000","2011-01-01T01:39:40.000","94","DISCHARGING FIREARMS","70119"
"039XX Toledano St","UNF","UNFOUNDED","POINT (-90.10046684324988 29.950256476927905)",,,,,"3671262.00000000","529503.00000000","A0027611","6","2D","2011-01-01T01:50:14.000","2011-01-01T01:50:55.000","2011-01-01T01:37:57.000","2011-01-01T01:44:43.000","35","SIMPLE BATTERY","70125"
"049XX Francisco Verrett Dr","NAT","NECESSARY ACTION TAKEN","POINT (-89.99577555937505 30.022243732393303)",,,,,"3704109.00000000","556052.00000000","A0027311","7","2H","2011-01-01T01:50:09.000","2011-01-01T02:05:01.000","2011-01-01T01:38:03.000","2011-01-01T01:43:43.000","21","COMPLAINT OTHER","70126"
"003XX Andrew Higgins Blvd","RTF","REPORT TO FOLLOW","POINT (-90.06624736240485 29.94187939521624)",,,,,"3682132.00000000","526575.00000000","A0027211","8","2B","2011-01-01T02:55:20.000","2011-01-01T04:11:32.000","2011-01-01T01:39:39.000","2011-01-01T01:39:43.000","34","AGGRAVATED BATTERY","70130"
"008XX Harrison Ave","NAT","NECESSARY ACTION TAKEN","POINT (-90.1043654741895 30.004206270076452)",,,,,"3669817.00000000","549108.00000000","A0027411","3","1C","2011-01-01T01:43:59.000","2011-01-01T02:32:37.000","2011-01-01T01:39:54.000","2011-01-01T01:42:20.000","103","DISTURBANCE (OTHER)","70124"
"011XX Decatur St","NAT","NECESSARY ACTION TAKEN","POINT (-90.05971537258763 29.96010382596282)",,,,,"3684127.00000000","533225.00000000","A0027711","8","2C","2011-01-01T01:45:16.000","2011-01-01T01:49:03.000","2011-01-01T01:41:08.000","2011-01-01T01:43:05.000","62A","BURGLAR ALARM, SILEN","70116"
"Bienville St & N Rampart St","NAT","NECESSARY ACTION TAKEN","POINT (-90.07116419816627 29.957321142460057)",,,,,"3680513.00000000","532173.00000000","A0027511","8","2B","2011-01-01T01:51:47.000","2011-01-01T02:24:54.000","2011-01-01T01:41:18.000","2011-01-01T01:41:21.000","103F","FIGHT","70112"
"042XX Maple Leaf Dr","NAT","NECESSARY ACTION TAKEN","POINT (-89.99090130797788 29.91013936077599)",,,,,"3706129.00000000","515305.00000000","A0027811","4","1H","2011-01-01T01:42:36.000","2011-01-01T02:29:44.000","2011-01-01T01:42:30.000","2011-01-01T01:42:32.000","21","COMPLAINT OTHER","70131"
"021XX Piety St","NAT","NECESSARY ACTION TAKEN","POINT (-90.03838331908355 29.977514876281486)",,,,,"3690810.00000000","539632.00000000","A0028211","5","1H","2011-01-01T01:54:50.000","2011-01-01T02:43:54.000","2011-01-01T01:43:19.000","2011-01-01T01:47:14.000","94F","FIREWORKS","70117"
"039XX Hamilton St","UNF","UNFOUNDED","POINT (-90.1170324806715 29.973606740266803)",,,,,"3665926.00000000","537938.00000000","A0028311","3","1E","2011-01-01T02:52:40.000","2011-01-01T02:57:12.000","2011-01-01T01:43:37.000","2011-01-01T02:40:56.000","67","THEFT","70118"
"004XX Bourbon St","RTF","REPORT TO FOLLOW","POINT (-90.06766883413155 29.95627557056932)",,,,,"3681624.00000000","531805.00000000","A0028011","8","1H",,"2011-01-01T01:44:28.000","2011-01-01T01:43:56.000","2011-01-01T01:43:59.000","21","COMPLAINT OTHER","70112"
"Jo Ann Pl & Wall Blvd","NAT","NECESSARY ACTION TAKEN","POINT (-90.025763618129 29.93393998851212)",,,,,"3694986.00000000","523832.00000000","A0028111","4","1H",,"2011-01-01T02:28:31.000","2011-01-01T01:43:59.000","2011-01-01T01:44:03.000","21","COMPLAINT OTHER","70114"
"Burgundy St & Gov Nicholls St","NAT","NECESSARY ACTION TAKEN","POINT (-90.06386174769753 29.963850884688537)",,,,,"3682799.00000000","534573.00000000","A0028411","8","2B",,"2011-01-01T02:08:03.000","2011-01-01T01:45:05.000","2011-01-01T01:45:10.000","107","SUSPICIOUS PERSON","70116"
"031XX Delachaise St","NAT","NECESSARY ACTION TAKEN","POINT (-90.09904561850213 29.941847428188122)",,,,,"3671745.00000000","526450.00000000","A0028511","2","2B","2011-01-01T01:47:22.000","2011-01-01T01:48:12.000","2011-01-01T01:45:26.000","2011-01-01T01:46:47.000","94F","FIREWORKS","70125"
"Mac Arthur Blvd & Rue Parc Fonta","NAT","NECESSARY ACTION TAKEN","POINT (-90.00983368821106 29.924020864840376)",,,,,"3700073.00000000","520283.00000000","A0028711","4","1H","2011-01-01T02:46:43.000","2011-01-01T02:47:57.000","2011-01-01T01:46:25.000","2011-01-01T02:40:58.000","21","COMPLAINT OTHER","70131"
"003XX Royal St","UNF","UNFOUNDED","POINT (-90.06727941160821 29.955108575881717)",,,,,"3681752.00000000","531382.00000000","A0028911","8","0A",,"2011-01-01T04:50:59.000","2011-01-01T01:47:04.000","2011-01-01T04:50:57.000","21L","LOST OR STOLEN","70130"
"Aubry St & N Galvez St","RTF","REPORT TO FOLLOW","POINT (-90.06793257775155 29.978060791498443)",,,,,"3681453.00000000","539726.00000000","A0028611","5","1G","2011-01-01T01:48:30.000","2011-01-01T02:52:37.000","2011-01-01T01:47:06.000","2011-01-01T01:47:11.000","966","DRUG VIOLATIONS","70119"
"032XX Magazine St","NAT","NECESSARY ACTION TAKEN","POINT (-90.08646880507472 29.92391709028506)",,,,,"3675799.00000000","519973.00000000","A0029011","6","2B","2011-01-01T01:54:56.000","2011-01-01T02:14:33.000","2011-01-01T01:47:45.000","2011-01-01T01:50:57.000","24","AMBULANCE REQUEST","70115"
"007XX St Philip St","NAT","NECESSARY ACTION TAKEN","POINT (-90.0626231704701 29.96042068676384)",,,,,"3683205.00000000","533330.00000000","A0028811","8","2B","2011-01-01T01:47:57.000","2011-01-01T02:30:37.000","2011-01-01T01:47:46.000","2011-01-01T01:47:49.000","24","AMBULANCE REQUEST","70116"
"004XX Burgundy St","NAT","NECESSARY ACTION TAKEN","POINT (-90.06946618189167 29.95748909405893)",,,,,"3681050.00000000","532240.00000000","A0029111","8","1C",,"2011-01-01T02:05:13.000","2011-01-01T01:49:04.000","2011-01-01T01:49:28.000","103","DISTURBANCE (OTHER)","70112"
