"block_address","disposition","dispositiontext","location","location_address","location_city","location_state","location_zip","mapx","mapy","nopd_item","policedistrict","priority","timearrive","timeclosed","timecreate","timedispatch","type_","typetext","zip"
"I-10 E","UNF","UNFOUNDED","POINT (-90.08734907 29.95438777)",,,,,"3675399","531050","F0481815","1","2A",,"2015-06-04T15:35:37.000","2015-06-04T14:38:10.000","2015-06-04T15:13:22.000","18","TRAFFIC INCIDENT","70113"
"Leontine St & Pitt St","DUP","DUPLICATE","POINT (-90.11293694 29.92563501)",,,,,"3667408","520507","F0631315","2","1C",,"2015-06-05T17:09:36.000","2015-06-05T16:54:28.000",,"20","AUTO ACCIDENT","70115"
"037XX Tulane Ave","UNF","UNFOUNDED","POINT (-90.1021535 29.96667185)",,,,,"3670663","535466","F0656615","1","1H",,"2015-06-06T00:21:15.000","2015-06-05T20:28:15.000","2015-06-05T23:59:22.000","21","COMPLAINT OTHER","70119"
"051XX Metropolitan Dr","VOI","VOID","POINT (-90.03960155 30.01343788)",,,,,"3690276","552690","F0729315","3","1H",,"2015-06-06T12:03:03.000","2015-06-06T11:30:15.000",,"21","COMPLAINT OTHER","70126"
"045XX Papania Dr","VOI","VOID","POINT (0 0)",,,,,"37369000","3513814","F0740715","7","2A",,"2015-06-06T13:24:32.000","2015-06-06T13:15:36.000","2015-06-06T13:17:56.000","103M","MENTAL PATIENT","70127"
"003XX Bourbon St","DUP","DUPLICATE","POINT (-90.06817826 29.95598166)",,,,,"3681463","531696","F0748015","8","1E",,"2015-06-06T16:30:03.000","2015-06-06T14:57:24.000",,"67","THEFT","70112"
"076XX Crowder Blvd","DUP","DUPLICATE","POINT (-89.99753671 30.0387874)",,,,,"3703481","562061","F0778615","7","2A",,"2015-06-06T20:30:14.000","2015-06-06T20:02:24.000",,"68","UNAUTHORIZED USE OF VEHICLE","70127"
"076XX Means Ave","VOI","VOID","POINT (-89.9827103 30.04604093)",,,,,"3708141","564754","F0934115","7","2C",,"2015-06-08T05:54:52.000","2015-06-08T05:27:12.000",,"62A","BURGLAR ALARM, SILENT","70127"
"036XX Chestnut St","VOI","VOID","POINT (0 0)",,,,,"37369000","3513814","F0948115","6","2A",,"2015-06-08T11:21:41.000","2015-06-08T09:31:21.000","2015-06-08T11:19:16.000","103M","MENTAL PATIENT","70115"
"028XX Cambronne St","VOI","VOID","POINT (-90.11976275 29.96142154)",,,,,"3665108","533497","F1079315","2","1A",,"2015-06-09T09:48:41.000","2015-06-09T09:38:38.000",,"62A","BURGLAR ALARM, SILENT","70118"
"XX Thrasher St","VOI","VOID","POINT (-90.09580055 30.0237399)",,,,,"3672451","556240","F1128315","3","2C",,"2015-06-09T16:55:39.000","2015-06-09T16:49:48.000","2015-06-09T16:50:13.000","62A","BURGLAR ALARM, SILENT","70124"
"022XX Cambronne St","VOI","VOID","POINT (-90.12399691 29.95745825)",,,,,"3663783","532042","F1192415","2","2C",,"2015-06-10T06:41:54.000","2015-06-10T06:37:01.000",,"62A","BURGLAR ALARM, SILENT","70118"
"Bay St & Clematis St","VOI","VOID","POINT (-90.05057411 29.9928461)",,,,,"3686888","545163","F1261815","3","1A",,"2015-06-10T21:19:30.000","2015-06-10T18:46:53.000",,"21","COMPLAINT OTHER","70122"
"016XX Tricou St","VOI","VOID","POINT (-90.00695944 29.96437297)",,,,,"3700813","534966","F1301915","5","2C",,"2015-06-11T01:16:12.000","2015-06-11T01:12:51.000",,"62A","BURGLAR ALARM, SILENT","70117"
"065XX Lamb Rd","RTF","REPORT TO FOLLOW","POINT (-90.01495787 30.02174621)",,,,,"3698041","555800","F1386715","7","1E","2015-06-11T17:37:31.000","2015-06-11T19:41:18.000","2015-06-11T17:37:31.000",,"67","THEFT","70126"
"049XX Perelli Dr","VOI","VOID","POINT (-89.97174134 30.02452809)",,,,,"3711704","556972","F1404615","7","2C",,"2015-06-11T20:01:34.000","2015-06-11T19:58:21.000",,"62A","BURGLAR ALARM, SILENT","70127"
"061XX N Claiborne Ave","DUP","DUPLICATE","POINT (-90.00871472 29.96426253)",,,,,"3700258","534920","F1441715","5","2A",,"2015-06-12T03:55:50.000","2015-06-12T03:54:17.000",,"35","SIMPLE BATTERY","70117"
"060XX Saint Claude Ave","VOI","VOID","POINT (-90.01199779 29.96049864)",,,,,"3699234","533539","F1476915","5","2D",,"2015-06-12T12:10:45.000","2015-06-12T12:05:11.000",,"911","SILENT 911 CALL","70117"
"Delery St (5E03) & Marais St","VOI","VOID","POINT (-90.00782345 29.9596811)",,,,,"3700559","533257","F1481715","5","1H",,"2015-06-12T13:05:12.000","2015-06-12T12:52:33.000",,"21","COMPLAINT OTHER","70117"
"Curran Blvd & Haney Dr","DUP","DUPLICATE","POINT (-89.96885143 30.05328338)",,,,,"3712494","567439","F1546815","7","2B",,"2015-06-12T23:00:02.000","2015-06-12T22:51:48.000",,"34S","AGGRAVATED BATTERY BY SHOOTING","70128"
"024XX Peete St","VOI","VOID","POINT (-90.09216285 29.93768471)",,,,,"3673941","524959","F1552415","6","2C",,"2015-06-13T00:19:24.000","2015-06-13T00:01:47.000","2015-06-13T00:18:53.000","62A","BURGLAR ALARM, SILENT","70115"
"005XX Canal St","VOI","VOID","POINT (-90.06717553 29.95225328)",,,,,"3681796","530344","F1555415","8","1A",,"2015-06-13T00:38:03.000","2015-06-13T00:25:53.000",,"103","DISTURBANCE (OTHER)","70130"
"010XX Joliet St","VOI","VOID","POINT (-90.13418713 29.94939336)",,,,,"3660587","529075","F2007115","2","1A",,"2015-06-16T17:07:58.000","2015-06-16T17:01:35.000",,"62A","BURGLAR ALARM, SILENT","70118"
"053XX Michoud Blvd","VOI","VOID","POINT (-89.9312406 30.04134431)",,,,,"3724445","563241","F2014315","7","2C",,"2015-06-16T17:52:43.000","2015-06-16T17:49:21.000",,"62A","BURGLAR ALARM, SILENT","70129"
"020XX N Broad St","VOI","VOID","POINT (-90.07111315 29.9844298)",,,,,"3680420","542030","F2047615","3","2C",,"2015-06-16T22:48:42.000","2015-06-16T22:45:01.000",,"62A","BURGLAR ALARM, SILENT","70119"
"020XX Piety St","VOI","VOID","POINT (-90.03897826 29.97650281)",,,,,"3690625","539261","F2147015","5","2C",,"2015-06-17T17:43:27.000","2015-06-17T17:39:44.000",,"62A","BURGLAR ALARM, SILENT","70117"
"013XX Saint Anthony St","DUP","DUPLICATE","POINT (-90.06186255 29.97057564)",,,,,"3683404","537025","F2207215","5","2B",,"2015-06-18T03:42:25.000","2015-06-18T03:41:42.000",,"34S","AGGRAVATED BATTERY BY SHOOTING","70116"
"029XX Memorial Park Dr","VOI","VOID","POINT (-90.02869543 29.92363727)",,,,,"3694100","520074","F2242215","4","2C",,"2015-06-18T11:48:00.000","2015-06-18T11:42:51.000",,"62A","BURGLAR ALARM, SILENT","70114"
"006XX Decatur St","UNF","UNFOUNDED","POINT (-90.06338364 29.95589132)",,,,,"3682982","531680","F2273515","8","2D",,"2015-06-18T16:43:44.000","2015-06-18T16:18:37.000","2015-06-18T16:25:25.000","911","SILENT 911 CALL","70130"
"032XX S Carrollton Ave","VOI","VOID","POINT (-90.11389764 29.9617467)",,,,,"3666964","533635","F2314715","2","1A",,"2015-06-18T21:26:36.000","2015-06-18T21:23:29.000",,"62A","BURGLAR ALARM, SILENT","70125"
"028XX D'Abadie St","VOI","VOID","POINT (-90.07569482 29.98239959)",,,,,"3678978","541276","F2493815","1","1B",,"2015-06-20T09:59:04.000","2015-06-20T08:57:32.000",,"67A","AUTO THEFT","70119"
"080XX Maple St","VOI","VOID","POINT (-90.13184682 29.94393675)",,,,,"3661348","527099","F2498615","2","2C",,"2015-06-20T10:07:12.000","2015-06-20T10:06:13.000",,"62A","BURGLAR ALARM, SILENT","70118"
"081XX Hampson St","VOI","VOID","POINT (-90.13393463 29.94441196)",,,,,"3660685","527265","F2563615","2","1A",,"2015-06-20T21:53:06.000","2015-06-20T21:45:33.000",,"62A","BURGLAR ALARM, SILENT","70118"
"009XX Canal St","DUP","DUPLICATE","POINT (-90.07129465 29.95428708)",,,,,"3680483","531069","F2592715","8","2B",,"2015-06-21T04:06:47.000","2015-06-21T04:01:54.000",,"94","DISCHARGING FIREARM","70112"
"I-10 E & Elysian Fields Exit","UNF","UNFOUNDED","POINT (-90.06090782 29.97773122)",,,,,"3683678","539630","F2653315","5","1C",,"2015-06-22T01:58:02.000","2015-06-22T01:57:55.000",,"20","AUTO ACCIDENT","70116"
"121XX N I-10 Service Rd","GOA","GONE ON ARRIVAL","POINT (-89.95957856 30.04824566)",,,,,"3715449","565642","F2686215","7","2B",,"2015-06-22T08:17:57.000","2015-06-22T08:17:57.000",,"103F","FIGHT","70128"
"053XX Pitt St","VOI","VOID","POINT (-90.11314884 29.92546758)",,,,,"3667341","520445","F2718915","2","2C",,"2015-06-22T12:04:26.000","2015-06-22T11:59:56.000",,"62A","BURGLAR ALARM, SILENT","70115"
"014XX Poydras St","VOI","VOID","POINT (0 0)",,,,,"37369000","3513814","F2722115","8","1A",,"2015-06-22T14:19:33.000","2015-06-22T12:17:35.000",,"103M","MENTAL PATIENT","70113"
"036XX Texas Dr","DUP","DUPLICATE","POINT (-90.02042062 29.91931274)",,,,,"3696739","518532","F2932015","4","2A",,"2015-06-23T21:17:37.000","2015-06-23T21:12:56.000",,"103","DISTURBANCE (OTHER)","70114"
"024XX Marengo St","VOI","VOID","POINT (-90.0991707 29.93491388)",,,,,"3671732","523928","F2943515","6","2A",,"2015-06-24T00:06:23.000","2015-06-24T00:03:49.000",,"107","SUSPICIOUS PERSON","70115"
"038XX Dryades St","DUP","DUPLICATE","POINT (-90.09696282 29.92978346)",,,,,"3672451","522070","F2946315","6","2D",,"2015-06-24T00:53:24.000","2015-06-24T00:39:31.000",,"911","SILENT 911 CALL","70115"
"024XX Allen St","UNF","UNFOUNDED","POINT (-90.06516606 29.98219195)",,,,,"3682312","541237","F2975015","5","1A",,"2015-06-24T09:17:01.000","2015-06-24T08:49:13.000","2015-06-24T09:11:01.000","107","SUSPICIOUS PERSON","70119"
"145XX Duane Rd","RTF","REPORT TO FOLLOW","POINT (-89.94207082 30.06933365)",,,,,"3720895","573378","F2980115","7","1H","2015-06-24T09:53:11.000","2015-06-24T10:42:04.000","2015-06-24T09:35:36.000","2015-06-24T09:41:45.000","21","COMPLAINT OTHER","70128"
"I-10 E","DUP","DUPLICATE","POINT (-90.11620396 29.9873245)",,,,,"3666135","542929","F2984315","3","1H",,"2015-06-24T10:13:36.000","2015-06-24T10:11:52.000",,"18","TRAFFIC INCIDENT","70124"
"023XX Mazant St","UNF","UNFOUNDED","POINT (-90.03083457 29.97827289)",,,,,"3693196","539934","F3025915","5","1E","2015-06-25T00:00:17.000","2015-06-25T00:07:50.000","2015-06-24T16:19:42.000","2015-06-24T23:53:42.000","100","HIT & RUN","70117"
"Dwyer Rd (7E01) & Wilson Ave","NAT","Necessary Action Taken","POINT (-89.99961313 30.02173291)",,,,,"3702896","555852","F3031015","7","1H","2015-06-24T16:55:17.000","2015-06-24T17:25:31.000","2015-06-24T16:55:17.000",,"18","TRAFFIC INCIDENT","70126"
"016XX N Villere St","UNF","UNFOUNDED","POINT (0 0)",,,,,"37369000","3513814","F3660515","5","1A",,"2015-06-29T18:14:33.000","2015-06-29T18:14:33.000",,"103M","MENTAL PATIENT","70116"
"007XX Josephine St","VOI","VOID","POINT (-90.07327522 29.92761115)",,,,,"3679963","521362","F3667515","6","2D",,"2015-06-29T19:17:34.000","2015-06-29T19:16:16.000",,"911","SILENT 911 CALL","70130"
"008XX Bienville St","VOI","VOID","POINT (-90.06881838 29.95564791)",,,,,"3681262","531572","F3756615","8","1A",,"2015-06-30T15:48:03.000","2015-06-30T13:54:29.000",,"103","DISTURBANCE (OTHER)","70112"
"145XX Beekman Rd","VOI","VOID","POINT (-89.94213206 30.06826258)",,,,,"3720880","572988","F3768715","7","2C",,"2015-06-30T15:36:32.000","2015-06-30T15:33:32.000",,"62A","BURGLAR ALARM, SILENT","70128"
"078XX Sand St","VOI","VOID","POINT (-89.94430643 30.07217658)",,,,,"3720175","574403","G0009015","7","1A",,"2015-07-01T04:37:23.000","2015-07-01T02:44:54.000",,"103","DISTURBANCE (OTHER)","70128"
"001XX City Park Ave","NAT","Necessary Action Taken","POINT (-90.11223987 29.98038494)",,,,,"3667417","540418","G0020015","3","1H",,"2015-07-01T06:42:36.000","2015-07-01T06:41:45.000",,"21","COMPLAINT OTHER","70119"
"056XX Marshall Foch St","VOI","VOID","POINT (-90.10537902 29.99285455)",,,,,"3669540","544976","G0099415","3","1E",,"2015-07-01T21:18:01.000","2015-07-01T18:30:53.000",,"100","HIT & RUN","70124"
"047XX Friar Tuck Dr","VOI","VOID","POINT (-89.95285923 30.02425442)",,,,,"3717680","556944","G0149115","7","2C",,"2015-07-02T07:43:11.000","2015-07-02T07:39:22.000",,"62A","BURGLAR ALARM, SILENT","70128"
"006XX Bourbon St","UNF","UNFOUNDED","POINT (-90.06610453 29.957881)",,,,,"3682112","532394","G0210715","8","1E",,"2015-07-02T17:51:18.000","2015-07-02T16:13:09.000","2015-07-02T17:35:58.000","21N","NOISE COMPLAINT","70130"
"057XX Bancroft Dr","VOI","VOID","POINT (-90.08344009 30.01580114)",,,,,"3676393","553396","G0295515","3","2C",,"2015-07-03T08:28:17.000","2015-07-03T08:22:25.000",,"62A","BURGLAR ALARM, SILENT","70122"
"015XX Basin St","DUP","DUPLICATE","POINT (-90.07181057 29.96363291)",,,,,"3680283","534465","G0407215","1","2A",,"2015-07-04T00:41:43.000","2015-07-04T00:37:09.000",,"100","HIT & RUN","70116"
"015XX Leonidas St","VOI","VOID","POINT (-90.13141128 29.95333781)",,,,,"3661451","530519","G0440915","2","1A",,"2015-07-04T09:55:53.000","2015-07-04T09:42:12.000",,"62A","BURGLAR ALARM, SILENT","70118"
"023XX Franklin Ave","UNF","UNFOUNDED","POINT (-90.04902011 29.98195237)",,,,,"3687424","541207","G0491915","5","1A",,"2015-07-04T18:52:05.000","2015-07-04T18:21:57.000","2015-07-04T18:45:11.000","94F","FIREWORKS","70117"
"007XX Aurora Oaks Dr","DUP","DUPLICATE","POINT (-90.00600163 29.92350034)",,,,,"3701289","520107","G0510915","4","1A",,"2015-07-04T21:03:44.000","2015-07-04T20:47:51.000",,"94F","FIREWORKS","70131"
"016XX Desire St","VOI","VOID","POINT (-90.03895569 29.97195164)",,,,,"3690651","537606","G0512815","5","1A",,"2015-07-04T22:17:42.000","2015-07-04T20:54:48.000","2015-07-04T22:17:35.000","94F","FIREWORKS","70117"
"037XX Timber Bluff Ln","NAT","Necessary Action Taken","POINT (-89.99790393 29.89788357)",,,,,"3703962","510822","G0530015","4","1H","2015-07-04T22:39:27.000","2015-07-04T23:11:26.000","2015-07-04T22:30:44.000","2015-07-04T22:32:33.000","21","COMPLAINT OTHER","70131"
"018XX N Dupre St","UNF","UNFOUNDED","POINT (-90.07375706 29.98396217)",,,,,"3679585","541851","G0657315","1","2A","2015-07-05T21:22:38.000","2015-07-05T21:34:58.000","2015-07-05T21:11:31.000","2015-07-05T21:15:40.000","21","COMPLAINT OTHER","70119"
"024XX Sanctuary Dr","UNF","UNFOUNDED","POINT (-90.03188866 29.94983287)",,,,,"3692980","529589","G0679515","4","1D",,"2015-07-06T02:21:24.000","2015-07-06T01:08:15.000","2015-07-06T02:21:16.000","35","SIMPLE BATTERY","70114"
"010XX N Peters St","VOI","VOID","POINT (-90.06033944 29.95900076)",,,,,"3683933","532821","G0689115","8","2D",,"2015-07-06T04:36:09.000","2015-07-06T04:30:28.000",,"911","SILENT 911 CALL","70116"
"028XX Freret St","VOI","VOID","POINT (-90.09237947 29.93797369)",,,,,"3673871","525064","G0769815","6","1E",,"2015-07-06T20:00:43.000","2015-07-06T18:48:07.000",,"100","HIT & RUN","70115"
"044XX Eden St","NAT","Necessary Action Taken","POINT (0 0)",,,,,"37369000","3513814","G0784915","2","2B",,"2015-07-06T22:36:21.000","2015-07-06T20:56:52.000","2015-07-06T22:19:04.000","24","MEDICAL","70125"
"Bourbon St & Saint Louis St","VOI","VOID","POINT (-90.06705427 29.9570465)",,,,,"3681815","532087","G0788615","8","1H",,"2015-07-06T21:34:07.000","2015-07-06T21:31:47.000",,"21","COMPLAINT OTHER","70112"
"038XX Baronne St","VOI","VOID","POINT (-90.09658337 29.92918183)",,,,,"3672574","521852","G0997215","6","2A",,"2015-07-08T14:24:03.000","2015-07-08T14:16:35.000",,"107","SUSPICIOUS PERSON","70115"
"Bourbon St & Bienville St","DUP","DUPLICATE","POINT (-90.06844659 29.95548305)",,,,,"3681380","531514","G1019915","8","2A",,"2015-07-08T17:27:16.000","2015-07-08T17:18:17.000",,"21","COMPLAINT OTHER","70112"
"053XX Cameron Blvd","VOI","VOID","POINT (-90.06359159 30.01373616)",,,,,"3682683","552714","G1051115","3","1A",,"2015-07-08T21:35:19.000","2015-07-08T21:18:06.000",,"62A","BURGLAR ALARM, SILENT","70122"
"034XX Indiana St","VOI","VOID","POINT (-90.02950587 29.92585559)",,,,,"3693834","520878","G1056015","4","2B",,"2015-07-08T22:00:11.000","2015-07-08T21:57:51.000",,"64A","HOLD UP ALARM","70114"
"041XX Fiesta St","VOI","VOID","POINT (-90.01294545 29.92949814)",,,,,"3699064","522263","G1106815","4","2C",,"2015-07-09T10:30:37.000","2015-07-09T10:25:05.000","2015-07-09T10:28:20.000","62A","BURGLAR ALARM, SILENT","70131"
"045XX Dodt Ave","VOI","VOID","POINT (-89.9910524 30.01711704)",,,,,"3705625","554205","G1168515","7","1B",,"2015-07-09T18:36:34.000","2015-07-09T18:34:36.000",,"56","SIMPLE CRIMINAL DAMAGE","70126"
"041XX Magazine St","VOI","VOID","POINT (-90.0981634 29.92126592)",,,,,"3672105","518968","G1174815","6","2C",,"2015-07-09T19:31:30.000","2015-07-09T19:24:34.000",,"62A","BURGLAR ALARM, SILENT","70115"
"A P Tureaud Ave (5A02) & N Galvez St","VOI","VOID","POINT (-90.06723759 29.97809953)",,,,,"3681672","539742","G1207115","5","1E",,"2015-07-10T02:05:22.000","2015-07-10T00:05:05.000",,"100","HIT & RUN","70119"
"032XX Toulouse St","VOI","VOID","POINT (-90.08981103 29.97376878)",,,,,"3674543","538089","G1217015","1","1H",,"2015-07-10T04:38:06.000","2015-07-10T01:41:11.000",,"21","COMPLAINT OTHER","70119"
"035XX Octavia St","VOI","VOID","POINT (-90.10866369 29.94777548)",,,,,"3668675","528572","G1331715","2","1A",,"2015-07-10T22:15:43.000","2015-07-10T21:41:57.000",,"62A","BURGLAR ALARM, SILENT","70125"
"I-10 E & Morrison Rd Exit","DUP","DUPLICATE","POINT (-90.01038262 30.0260735)",,,,,"3699470","557390","G1361115","7","2A",,"2015-07-11T03:01:16.000","2015-07-11T02:59:47.000",,"20","AUTO ACCIDENT","70126"
"024XX Decatur St","VOI","VOID","POINT (-90.05333935 29.96296499)",,,,,"3686134","534287","G1442815","8","2C",,"2015-07-11T19:55:17.000","2015-07-11T19:51:44.000",,"62A","BURGLAR ALARM, SILENT","70117"
"015XX Kabel Dr","DUP","DUPLICATE","POINT (0 0)",,,,,"37369000","3513814","G1470015","4","2D",,"2015-07-11T23:52:34.000","2015-07-11T23:49:39.000",,"43","SIMPLE RAPE","70131"
"Terpsichore St & S Liberty St","DUP","DUPLICATE","POINT (-90.08307098 29.94233401)",,,,,"3676802","526681","G1511715","6","1B",,"2015-07-12T11:11:11.000","2015-07-12T11:09:10.000",,"52F","FIRE","70113"
"Bourbon St & Conti St","VOI","VOID","POINT (-90.06774648 29.95627481)",,,,,"3681599","531804","G1579115","8","1H",,"2015-07-13T00:13:56.000","2015-07-13T00:10:06.000",,"21","COMPLAINT OTHER","70112"
"061XX Milne Blvd","VOI","VOID","POINT (-90.11278878 30.00279334)",,,,,"3667156","548565","G1668515","3","2C",,"2015-07-13T17:56:01.000","2015-07-13T17:50:32.000",,"62A","BURGLAR ALARM, SILENT","70124"
"102XX Curran Blvd","VOI","VOID","POINT (-89.97933785 30.04679819)",,,,,"3709205","565042","G1710715","7","2C",,"2015-07-14T01:35:00.000","2015-07-14T01:31:30.000",,"62A","BURGLAR ALARM, SILENT","70127"
"Bienville St & Bourbon St","VOI","VOID","POINT (-90.06844659 29.95548305)",,,,,"3681380","531514","G1851015","8","1A",,"2015-07-15T04:38:39.000","2015-07-15T04:26:43.000",,"103","DISTURBANCE (OTHER)","70112"
"070XX Bundy Rd","VOI","VOID","POINT (-89.98642444 30.0359883)",,,,,"3707009","561084","G1896715","7","1A",,"2015-07-15T14:38:49.000","2015-07-15T13:21:09.000",,"103","DISTURBANCE (OTHER)","70127"
"Baudin St & S White St","UNF","UNFOUNDED","POINT (-90.09194989 29.96304275)",,,,,"3673908","534181","G1938115","1","1E",,"2015-07-16T01:09:48.000","2015-07-15T18:55:11.000","2015-07-16T00:58:07.000","67","THEFT","70119"
"Saint Ann St & Place Jean Paul Deux","DUP","DUPLICATE","POINT (-90.06308522 29.95825435)",,,,,"3683067","532540","G1974915","8","1E",,"2015-07-16T01:09:28.000","2015-07-16T00:59:07.000",,"100","HIT & RUN","70116"
"015XX Touro St","DUP","DUPLICATE","POINT (-90.05983038 29.97251996)",,,,,"3684040","537739","G2099515","5","2B",,"2015-07-16T21:47:10.000","2015-07-16T21:44:46.000",,"103F","FIGHT","70116"
"031XX Calhoun St","VOI","VOID","POINT (-90.11362691 29.94697723)",,,,,"3667107","528265","G2135415","2","2C",,"2015-07-17T05:37:41.000","2015-07-17T05:34:04.000",,"62A","BURGLAR ALARM, SILENT","70125"
"053XX Eads St","VOI","VOID","POINT (-90.05031629 30.01363933)",,,,,"3686885","552725","G2149915","3","2C",,"2015-07-17T08:52:09.000","2015-07-17T08:47:25.000","2015-07-17T08:49:04.000","62A","BURGLAR ALARM, SILENT","70122"
"111XX N Forest Park Ct","NAT","Necessary Action Taken","POINT (-89.95544449 30.02901603)",,,,,"3716841","558665","G2186915","7","1H","2015-07-17T20:32:11.000","2015-07-17T20:45:19.000","2015-07-17T14:35:44.000","2015-07-17T20:26:52.000","21","COMPLAINT OTHER","70128"
"Filmore Ave & Memphis St","DUP","DUPLICATE","POINT (0 0)",,,,,"37369000","3513814","G2282815","3","2B",,"2015-07-18T07:43:09.000","2015-07-18T07:42:10.000",,"24","MEDICAL","70124"
"052XX Basinview Dr","UNF","UNFOUNDED","POINT (-90.01209494 30.02497734)",,,,,"3698933","556986","G2341115","7","1A",,"2015-07-19T21:16:15.000","2015-07-18T19:11:49.000",,"103D","DOMESTIC DISTURBANCE","70126"
"139XX Chef Menteur Hwy","VOI","VOID","POINT (-89.92008112 30.03279486)",,,,,"3728014","560176","G2576715","7","1H",,"2015-07-20T20:26:02.000","2015-07-20T18:29:36.000",,"21","COMPLAINT OTHER","70129"
"014XX Nunez St","RTF","REPORT TO FOLLOW","POINT (-90.05030928 29.94106061)",,,,,"3687182","526333","G2584315","4","1D",,"2015-07-20T20:20:20.000","2015-07-20T19:37:32.000",,"56","SIMPLE CRIMINAL DAMAGE","70114"
"US90B W Onramp & S Claiborne Exit","DUP","DUPLICATE","POINT (-90.0869002 29.95221075)",,,,,"3675550","530260","G2603115","6","2A",,"2015-07-20T23:30:58.000","2015-07-20T22:46:45.000",,"20","AUTO ACCIDENT","70113"
"006XX Loyola Ave","VOI","VOID","POINT (-90.07597404 29.94936156)",,,,,"3679021","529261","G2662215","8","1H",,"2015-07-21T15:28:55.000","2015-07-21T13:27:02.000",,"21","COMPLAINT OTHER","70113"
"I-610 E & Canal Blvd (3I03)","DUP","DUPLICATE","POINT (-90.10894571 29.9950833)",,,,,"3668402","545774","G2772615","3","2B",,"2015-07-22T09:42:31.000","2015-07-22T09:40:26.000",,"20I","AUTO ACCIDENT WITH INJURY","70124"
"Foxcroft Dr (7I02) & Lake Forest Blvd","DUP","DUPLICATE","POINT (-89.95918701 30.03608195)",,,,,"3715626","561221","G2810515","7","2A",,"2015-07-22T15:47:59.000","2015-07-22T15:36:45.000",,"21","COMPLAINT OTHER","70128"
"077XX Edward St","VOI","VOID","POINT (-90.00579488 30.03640309)",,,,,"3700878","561164","G2909215","7","1H",,"2015-07-23T11:52:51.000","2015-07-23T11:17:45.000",,"21","COMPLAINT OTHER","70126"
"General Meyer Ave & Shirley Dr","DUP","DUPLICATE","POINT (-90.03135637 29.94414242)",,,,,"3693172","527521","G2928515","4","1C",,"2015-07-23T14:29:12.000","2015-07-23T14:26:42.000",,"20","AUTO ACCIDENT","70114"
"015XX N Tonti St","VOI","VOID","POINT (-90.07223876 29.97639335)",,,,,"3680096","539104","G2982715","1","2B",,"2015-07-23T22:59:04.000","2015-07-23T22:39:55.000",,"103F","FIGHT","70119"
"General Meyer Ave & Murl St","VOI","VOID","POINT (-90.02442702 29.94132987)",,,,,"3695378","526524","G3116415","4","2A",,"2015-07-24T23:26:57.000","2015-07-24T23:24:24.000",,"21","COMPLAINT OTHER","70114"
"032XX Byrne Pl","VOI","VOID","POINT (-90.03844548 29.97910828)",,,,,"3690783","540211","G3167015","5","1H",,"2015-07-25T12:11:08.000","2015-07-25T11:12:52.000",,"21","COMPLAINT OTHER","70117"
"139XX Linden St","VOI","VOID","POINT (-89.95087 30.06595056)",,,,,"3718127","572114","G3195115","7","1H",,"2015-07-25T21:58:58.000","2015-07-25T16:35:35.000",,"21","COMPLAINT OTHER","70128"
"030XX Tulane Ave","DUP","DUPLICATE","POINT (0 0)",,,,,"37369000","3513814","G3198515","1","2B",,"2015-07-25T17:14:40.000","2015-07-25T17:13:53.000",,"24","MEDICAL","70119"
"048XX Canal St","VOI","VOID","POINT (-90.10829836 29.98004733)",,,,,"3668666","540309","G3204615","3","1A",,"2015-07-25T18:37:22.000","2015-07-25T17:58:35.000",,"62A","BURGLAR ALARM, SILENT","70119"
"I-10 W","GOA","GONE ON ARRIVAL","POINT (-90.10179088 29.96330846)",,,,,"3670791","534244","G3235015","1","2A",,"2015-07-25T22:25:08.000","2015-07-25T22:17:19.000","2015-07-25T22:25:04.000","99","WRECKLESS DRIVING","70119"
"002XX Decatur St","VOI","VOID","POINT (-90.0657481 29.95333682)",,,,,"3682244","530743","G3624715","8","2C",,"2015-07-29T02:07:18.000","2015-07-29T02:04:45.000",,"62A","BURGLAR ALARM, SILENT","70130"
"Thayer St & L B Landry Ave (4A05)(4A03)","VOI","VOID","POINT (-90.04141027 29.9374794)",,,,,"3690015","525062","G3697115","4","1C",,"2015-07-29T18:14:11.000","2015-07-29T16:48:28.000",,"20","AUTO ACCIDENT","70114"
"012XX Joliet St","VOI","VOID","POINT (-90.13303713 29.95037552)",,,,,"3660947","529436","G3719315","2","1A",,"2015-07-29T19:42:28.000","2015-07-29T19:11:28.000",,"62A","BURGLAR ALARM, SILENT","70118"
"056XX Music St","VOI","VOID","POINT (-90.05505841 30.01638706)",,,,,"3685373","553708","G3779015","3","1E",,"2015-07-30T09:21:42.000","2015-07-30T09:14:56.000",,"100","HIT & RUN","70122"
"016XX 7th St","VOI","VOID","POINT (0 0)",,,,,"37369000","3513814","G3792115","6","2A",,"2015-07-30T12:04:31.000","2015-07-30T11:36:06.000",,"103M","MENTAL PATIENT","70115"
"008XX Conti St","VOI","VOID","POINT (-90.06831485 29.95650451)",,,,,"3681418","531885","G3890815","8","2C",,"2015-07-31T02:05:09.000","2015-07-31T01:59:14.000",,"62A","BURGLAR ALARM, SILENT","70112"
"025XX Roffignac St","VOI","VOID","POINT (-90.00742749 29.97503878)",,,,,"3700620","538843","G3950915","5","1H",,"2015-07-31T17:04:34.000","2015-07-31T14:36:09.000",,"21","COMPLAINT OTHER","70117"
