"block_address","disposition","dispositiontext","location","location_address","location_city","location_state","location_zip","mapx","mapy","nopd_item","policedistrict","priority","timearrive","timeclosed","timecreate","timedispatch","type","typetext","zip"
"002XX Bourbon St","NAT","NECESSARY ACTION TAKEN","POINT (-90.06914974894325 29.954796558671937)",,,,,"3681161.00000000","531262.00000000","A0023612","8","1C","2012-01-01T01:34:12.000","2012-01-01T01:43:58.000","2012-01-01T01:34:01.000","2012-01-01T01:34:03.000","103","DISTURBANCE (OTHER)","70112"
"008XX Toulouse St","NAT","NECESSARY ACTION TAKEN","POINT (-90.06642095232952 29.95780355966242)",,,,,"3682013.00000000","532365.00000000","A0023912","8","2B","2012-01-01T01:37:01.000","2012-01-01T03:54:29.000","2012-01-01T01:34:52.000","2012-01-01T01:34:56.000","24","AMBULANCE REQUEST","70112"
"Chapelle St & Orleans Ave","UNF","UNFOUNDED","POINT (-90.09932000314681 30.01337146160086)",,,,,"3671378.00000000","552458.00000000","A0024312","3","1H","2012-01-01T01:47:51.000","2012-01-01T01:51:28.000","2012-01-01T01:35:31.000","2012-01-01T01:43:55.000","94F","FIREWORKS","70124"
"005XX Huntlee Dr","UNF","UNFOUNDED","POINT (-90.00432756505154 29.926646624404246)",,,,,"3701806.00000000","521258.00000000","A0024512","4","2B","2012-01-01T01:39:09.000","2012-01-01T01:48:08.000","2012-01-01T01:35:36.000","2012-01-01T01:37:14.000","103F","FIGHT","70131"
"Canal St & Royal St","NAT","NECESSARY ACTION TAKEN","POINT (-90.0689920854026 29.953282545767404)",,,,,"3681217.00000000","530712.00000000","A0024212","8","2B",,"2012-01-01T01:36:38.000","2012-01-01T01:35:37.000","2012-01-01T01:35:41.000","24","AMBULANCE REQUEST","70130"
"008XX Bourbon St","GOA","GONE ON ARRIVAL","POINT (-90.06480175675452 29.9594709577918)",,,,,"3682519.00000000","532977.00000000","A0025112","8","1D","2012-01-01T01:50:59.000","2012-01-01T01:52:24.000","2012-01-01T01:36:32.000","2012-01-01T01:48:00.000","35","SIMPLE BATTERY","70116"
"Louisa St & N Miro St","UNF","UNFOUNDED","POINT (-90.03903982700804 29.978527832245575)",,,,,"3690598.00000000","539998.00000000","A0024612","5","2B","2012-01-01T01:39:36.000","2012-01-01T01:47:33.000","2012-01-01T01:37:46.000","2012-01-01T01:39:34.000","94","DISCHARGING FIREARMS","70117"
"Chef Menteur Hwy & Downman Rd","NAT","NECESSARY ACTION TAKEN","POINT (-90.02085169844909 30.009736142703755)",,,,,"3696226.00000000","551412.00000000","A0024712","7","1H","2012-01-01T01:37:57.000","2012-01-01T01:47:34.000","2012-01-01T01:37:50.000","2012-01-01T01:37:54.000","18","TRAFFIC  INCIDENT","70126"
"Felicity St & Rousseau St","RTF","REPORT TO FOLLOW","POINT (-90.06831878871252 29.92792655916247)",,,,,"3681532.00000000","521494.00000000","A0024812","6","2B","2012-01-01T02:10:21.000","2012-01-01T04:16:29.000","2012-01-01T01:38:08.000","2012-01-01T01:46:22.000","20I","AUTO ACCIDENT WITH I","70130"
"010XX Octavia St","NAT","NECESSARY ACTION TAKEN","POINT (-90.1155588620826 29.923290361852306)",,,,,"3666587.00000000","519646.00000000","A0025312","2","2C","2012-01-01T01:48:06.000","2012-01-01T01:57:00.000","2012-01-01T01:38:13.000","2012-01-01T01:41:22.000","62A","BURGLAR ALARM, SILEN","70115"
"005XX Canal St","NAT","NECESSARY ACTION TAKEN","POINT (-90.06735351509451 29.95175704231771)",,,,,"3681742.00000000","530163.00000000","A0024912","8","1C","2012-01-01T01:38:46.000","2012-01-01T03:55:16.000","2012-01-01T01:38:31.000","2012-01-01T01:38:36.000","103","DISTURBANCE (OTHER)","70130"
"Loyola Ave & Napoleon Ave","NAT","NECESSARY ACTION TAKEN","POINT (-90.10278718042018 29.932386747054895)",,,,,"3670597.00000000","522997.00000000","A0025012","2","1D","2012-01-01T02:52:35.000","2012-01-01T03:07:30.000","2012-01-01T01:38:40.000","2012-01-01T01:38:45.000","98","DRIVING WHILE UNDER","70115"
"S Tonti & Tulane","NAT","NECESSARY ACTION TAKEN","POINT (-0.0000022929847665 0.0000009235500543)",,,,,"37369000","3513814","A0345812","0","1H","2012-01-03T11:31:22.000","2012-01-03T11:49:57.000","2012-01-03T11:31:21.000","2012-01-03T11:31:22.000","18","TRAFFIC  INCIDENT",
"005XX Bourbon St","RTF","REPORT TO FOLLOW","POINT (-90.0669833929221 29.95703347475466)",,,,,"3681838.00000000","532083.00000000","A0025212","8","0A",,"2012-01-01T02:07:56.000","2012-01-01T01:39:15.000","2012-01-01T01:39:24.000","21L","LOST OR STOLEN","70112"
"Gentilly Blvd & Treasure St","NAT","NECESSARY ACTION TAKEN","POINT (-90.07359474948167 29.988930794023183)",,,,,"3679617.00000000","543659.00000000","A0025412","3","1H","2012-01-01T01:54:56.000","2012-01-01T02:01:04.000","2012-01-01T01:39:36.000","2012-01-01T01:39:38.000","18","TRAFFIC  INCIDENT","70119"
"Oretha Castle Haley Blvd & Thali","GOA","GONE ON ARRIVAL","POINT (-0.0000022929847665 0.0000009235500543)",,,,,"37369000","3513814","A0025712","0","2B","2012-01-01T01:47:29.000","2012-01-01T01:49:36.000","2012-01-01T01:40:29.000","2012-01-01T01:44:27.000","103M","MENTAL PATIENT","70113"
"107XX Dreux Ave","UNF","UNFOUNDED","POINT (-89.96062232373899 30.021752698705992)",,,,,"3715235.00000000","556005.00000000","A0025512","7","1C","2012-01-01T04:34:14.000","2012-01-01T04:37:45.000","2012-01-01T01:40:47.000","2012-01-01T04:25:21.000","103","DISTURBANCE (OTHER)","70127"
"Lyons St & Tchoupitoulas St","GOA","GONE ON ARRIVAL","POINT (-90.10683516529828 29.91668631391637)",,,,,"3669376.00000000","517274.00000000","A0025912","2","1C","2012-01-01T02:02:32.000","2012-01-01T02:05:45.000","2012-01-01T01:41:15.000","2012-01-01T01:57:06.000","103","DISTURBANCE (OTHER)","70115"
"Chef Menteur Bridge & Downman Rd","RTF","REPORT TO FOLLOW","POINT (-90.02085169844909 30.009736142703755)",,,,,"3696226.00000000","551412.00000000","A0025612","7","1C","2012-01-01T01:49:12.000","2012-01-01T02:48:08.000","2012-01-01T01:42:04.000","2012-01-01T01:47:38.000","20","AUTO ACCIDENT","70126"
"Decatur St & St Louis St","NAT","NECESSARY ACTION TAKEN","POINT (-90.06423778007354 29.955145275326924)",,,,,"3682715.00000000","531406.00000000","A0025812","8","1C","2012-01-01T01:42:52.000","2012-01-01T02:39:20.000","2012-01-01T01:42:40.000","2012-01-01T01:42:43.000","103","DISTURBANCE (OTHER)","70130"
"019XX Amelia St","DUP","DUPLICATE","POINT (-90.09571467915667 29.930365153096165)",,,,,"3672845.00000000","522286.00000000","A0026012","6","1C",,"2012-01-01T01:50:30.000","2012-01-01T01:44:14.000",,"103","DISTURBANCE (OTHER)","70115"
"002XX N Rampart St","RTF","REPORT TO FOLLOW","POINT (-90.07170060793311 29.956608537919635)",,,,,"3680346.00000000","531912.00000000","A0026112","8","1B","2012-01-01T01:47:09.000","2012-01-01T03:37:48.000","2012-01-01T01:44:59.000","2012-01-01T01:45:02.000","65","SIMPLE ROBBERY","70112"
"060XX Downman Rd","GOA","GONE ON ARRIVAL","POINT (-90.02196575575431 30.019449189951263)",,,,,"3695833.00000000","554940.00000000","A0026512","7","2B","2012-01-01T01:53:23.000","2012-01-01T02:13:20.000","2012-01-01T01:45:00.000","2012-01-01T01:48:10.000","107","SUSPICIOUS PERSON","70126"
"S Roman St & Tulane Ave","NAT","NECESSARY ACTION TAKEN","POINT (-90.08185549868642 29.95772850646441)",,,,,"3677126.00000000","532284.00000000","A0026212","1","1H","2012-01-01T01:45:46.000","2012-01-01T02:04:13.000","2012-01-01T01:45:12.000","2012-01-01T01:45:15.000","18","TRAFFIC  INCIDENT","70112"
"009XX Decatur St","NAT","NECESSARY ACTION TAKEN","POINT (-90.06121509042637 29.958402334703496)",,,,,"3683659.00000000","532601.00000000","A0026312","8","2B","2012-01-01T01:46:05.000","2012-01-01T01:53:52.000","2012-01-01T01:45:43.000","2012-01-01T01:45:44.000","24","AMBULANCE REQUEST","70116"
"I-610 W & St Bernard Ave","UNF","UNFOUNDED","POINT (-90.0774412760546 29.993043020123586)",,,,,"3678383.00000000","545141.00000000","A0026412","3","2D","2012-01-01T01:50:12.000","2012-01-01T01:54:45.000","2012-01-01T01:45:45.000","2012-01-01T01:46:46.000","99","RECKLESS DRIVING","70122"
"013XX Richland Rd","NAT","NECESSARY ACTION TAKEN","POINT (-90.01612420086413 29.94063911869675)",,,,,"3698011.00000000","526303.00000000","A0026612","4","1F","2012-01-01T03:22:43.000","2012-01-01T04:13:20.000","2012-01-01T01:46:45.000","2012-01-01T02:58:03.000","17M","MUNICIPAL  ATTTACHME","70114"
"048XX Lancelot Dr","VOI","VOID","POINT (-89.9853134485042 30.021922542116812)",,,,,"3707421.00000000","555974.00000000","B2637512","7","2B",,"2012-02-18T12:15:42.000","2012-02-18T12:12:36.000",,"52F","FIRE","70127"
"N Galvez St & Piety St","RTF","REPORT TO FOLLOW","POINT (-90.03851555853512 29.977304427654843)",,,,,"3690769.00000000","539555.00000000","A0026812","5","2B","2012-01-01T01:55:51.000","2012-01-01T02:46:07.000","2012-01-01T01:46:51.000","2012-01-01T01:49:49.000","103D","DOMESTIC DISTURBANCE","70117"
"005XX N Rampart St","NAT","NECESSARY ACTION TAKEN","POINT (-90.06995851106261 29.959011818869275)",,,,,"3680888.00000000","532792.00000000","A0026712","1","1H","2012-01-01T01:48:06.000","2012-01-01T02:30:00.000","2012-01-01T01:47:42.000","2012-01-01T01:47:47.000","21","COMPLAINT OTHER","70112"
"013XX Richland Rd","NAT","NECESSARY ACTION TAKEN","POINT (-90.01612420086413 29.94063911869675)",,,,,"3698011.00000000","526303.00000000","A0026912","4","1F",,"2012-01-01T04:13:33.000","2012-01-01T01:48:29.000","2012-01-01T02:58:24.000","17T","TRAFFIC  ATTTACHMENT","70114"
"050XX Toulon St","UNF","UNFOUNDED","POINT (-89.93364155150864 30.03633792422957)",,,,,"3723708.00000000","561412.00000000","A0027112","7","2B","2012-01-01T03:26:14.000","2012-01-01T03:31:31.000","2012-01-01T01:48:42.000","2012-01-01T03:06:28.000","103D","DOMESTIC DISTURBANCE","70129"
"006XX Frenchmen St","NAT","NECESSARY ACTION TAKEN","POINT (-90.05781669121498 29.963610931202588)",,,,,"3684714.00000000","534507.00000000","A0027212","8","2B","2012-01-01T01:54:56.000","2012-01-01T03:36:22.000","2012-01-01T01:48:58.000","2012-01-01T01:51:45.000","107","SUSPICIOUS PERSON","70116"
"013XX Richland Rd","NAT","NECESSARY ACTION TAKEN","POINT (-90.01612420086413 29.94063911869675)",,,,,"3698011.00000000","526303.00000000","A0027012","4","1F",,"2012-01-01T04:13:45.000","2012-01-01T01:49:10.000","2012-01-01T02:59:03.000","17M","MUNICIPAL  ATTTACHME","70114"
"St Claude Ave & St Roch Ave","UNF","UNFOUNDED","POINT (-90.05212473055276 29.968832880723433)",,,,,"3686495.00000000","536426.00000000","A0027412","8","1C",,"2012-01-01T03:55:06.000","2012-01-01T01:50:28.000","2012-01-01T02:28:00.000","103","DISTURBANCE (OTHER)","70117"
"013XX Richland Rd","NAT","NECESSARY ACTION TAKEN","POINT (-90.01612420086413 29.94063911869675)",,,,,"3698011.00000000","526303.00000000","A0027612","4","1H","2012-01-01T03:28:20.000","2012-01-02T03:46:00.000","2012-01-01T01:50:32.000","2012-01-01T02:59:09.000","21","COMPLAINT OTHER","70114"
"Canal St & N Tonti St","NAT","NECESSARY ACTION TAKEN","POINT (-90.08393219442682 29.96338297025871)",,,,,"3676446.00000000","534333.00000000","A0027312","1","1D","2012-01-01T02:22:54.000","2012-01-01T02:47:31.000","2012-01-01T01:51:09.000","2012-01-01T01:51:16.000","98","DRIVING WHILE UNDER","70119"
"009XX Canal St","UNF","UNFOUNDED","POINT (-90.07092291119531 29.95467608242397)",,,,,"3680600.00000000","531212.00000000","A0028912","8","1E","2012-01-01T03:02:59.000","2012-01-01T03:30:30.000","2012-01-01T01:51:14.000","2012-01-01T02:48:29.000","67","THEFT","70112"
"004XX Bourbon St","RTF","REPORT TO FOLLOW","POINT (-0.0000022929847665 0.0000009235500543)",,,,,"37369000","3513814","A0027512","0","0E","2012-01-01T01:52:08.000","2012-01-01T03:16:30.000","2012-01-01T01:52:07.000","2012-01-01T01:52:08.000","21L","LOST OR STOLEN",
"033XX Mandeville St","RTF","REPORT TO FOLLOW","POINT (-90.0563352735564 29.99224871551271)",,,,,"3685067.00000000","544926.00000000","A0027812","3","2B","2012-01-01T02:03:33.000","2012-01-01T02:49:54.000","2012-01-01T01:52:11.000","2012-01-01T01:57:26.000","103D","DOMESTIC DISTURBANCE","70122"
"014XX Annette St","NAT","NECESSARY ACTION TAKEN","POINT (-90.062889526156 29.971249983290893)",,,,,"3683077.00000000","537267.00000000","A0028112","5","2C","2012-01-01T02:08:18.000","2012-01-01T02:50:12.000","2012-01-01T01:52:18.000","2012-01-01T01:55:56.000","103","DISTURBANCE (OTHER)","70116"
"013XX Richland Rd","NATM","MUNICIPAL NECESSARY ACTION TAK","POINT (-90.01612420086413 29.94063911869675)",,,,,"3698011.00000000","526303.00000000","A0028012","4","1F","2012-01-01T03:58:35.000","2012-01-02T04:19:50.000","2012-01-01T01:52:36.000","2012-01-01T02:59:35.000","17M","MUNICIPAL  ATTTACHME","70114"
"Chef Menteur Hwy & Stemway Dr","NAT","NECESSARY ACTION TAKEN","POINT (-90.01760020036538 30.01022343634819)",,,,,"3697253.00000000","551601.00000000","A0027712","7","1H","2012-01-01T01:54:53.000","2012-01-01T02:00:28.000","2012-01-01T01:53:58.000","2012-01-01T01:54:00.000","18","TRAFFIC  INCIDENT","70126"
"Brooklyn Ave & Socrates St","RTF","REPORT TO FOLLOW","POINT (-90.05311807456496 29.941141794188642)",,,,,"3686293.00000000","526353.00000000","A0027912","4","1G","2012-01-01T01:54:22.000","2012-01-01T01:54:34.000","2012-01-01T01:54:05.000","2012-01-01T01:54:08.000","17F","FUGITIVE ATTTACHMENT","70114"
"Bourbon St & Conti St","RTF","REPORT TO FOLLOW","POINT (-90.06773812831777 29.95628998703815)",,,,,"3681602.00000000","531810.00000000","A0028212","8","0A",,"2012-01-01T03:26:31.000","2012-01-01T01:54:14.000","2012-01-01T01:54:16.000","21L","LOST OR STOLEN","70112"
"018XX St Philip St","NAT","NECESSARY ACTION TAKEN","POINT (-90.07232410417056 29.96724598580047)",,,,,"3680106.00000000","535778.00000000","A0028512","1","2H",,"2012-01-01T02:04:57.000","2012-01-01T01:54:28.000","2012-01-01T01:57:56.000","21","COMPLAINT OTHER","70116"
"029XX Tulane Ave","NAT","NECESSARY ACTION TAKEN","POINT (-90.09324899600004 29.963135597835223)",,,,,"3673497.00000000","534211.00000000","A0028712","1","1H","2012-01-01T02:22:28.000","2012-01-01T03:10:42.000","2012-01-01T01:55:10.000","2012-01-01T02:11:24.000","21","COMPLAINT OTHER","70119"
"Canal Blvd & Robert E Lee Blvd","NAT","NECESSARY ACTION TAKEN","POINT (-90.10605501579951 30.019421079638597)",,,,,"3669223.00000000","554635.00000000","A0028312","3","1H","2012-01-01T01:56:07.000","2012-01-01T02:53:53.000","2012-01-01T01:55:58.000","2012-01-01T01:56:02.000","18","TRAFFIC  INCIDENT","70124"
"033XX Gen De Gaulle Dr","NAT","NECESSARY ACTION TAKEN","POINT (-90.02226842497822 29.92504739400456)",,,,,"3696130.00000000","520611.00000000","A0028412","4","1H","2012-01-01T01:56:23.000","2012-01-01T02:09:18.000","2012-01-01T01:56:00.000","2012-01-01T01:56:04.000","18","TRAFFIC  INCIDENT","70114"
"006XX Royal St","NAT","NECESSARY ACTION TAKEN","POINT (-90.06538621096335 29.9572188440663)",,,,,"3682343.00000000","532156.00000000","A0028612","8","1H","2012-01-01T01:57:19.000","2012-01-01T02:09:53.000","2012-01-01T01:57:13.000","2012-01-01T01:57:15.000","21","COMPLAINT OTHER","70130"
"028XX St Ann St","UNF","UNFOUNDED","POINT (-90.08388862059047 29.97241076466908)",,,,,"3676424.00000000","537616.00000000","A0029112","1","1H","2012-01-01T03:24:42.000","2012-01-01T03:26:54.000","2012-01-01T01:57:43.000","2012-01-01T03:10:43.000","21","COMPLAINT OTHER","70119"
"077XX Belfast St","VOI","VOID","POINT (-90.11517909249893 29.955700976139127)",,,,,"3666582.00000000","531433.00000000","B2650112","2","2C",,"2012-02-18T14:20:27.000","2012-02-18T14:17:29.000",,"62A","BURGLAR ALARM, SILEN","70125"
"002XX Bourbon St","NAT","NECESSARY ACTION TAKEN","POINT (-90.06900244296877 29.954957393135697)",,,,,"3681207.00000000","531321.00000000","A0029012","8","1H",,"2012-01-01T02:55:05.000","2012-01-01T01:57:45.000","2012-01-01T02:52:19.000","21","COMPLAINT OTHER","70112"
"041XX Encampment St","RTF","REPORT TO FOLLOW","POINT (-90.08323239592023 29.998565096561236)",,,,,"3676528.00000000","547129.00000000","A0028812","3","1H",,"2012-01-01T01:58:17.000","2012-01-01T01:58:01.000","2012-01-01T01:58:13.000","21","COMPLAINT OTHER","70122"
"051XX Wilton Dr","NAT","NECESSARY ACTION TAKEN","POINT (-90.0659328360375 30.010650828531304)",,,,,"3681955.00000000","551584.00000000","A0029212","3","1D","2012-01-01T02:09:59.000","2012-01-01T02:32:29.000","2012-01-01T01:59:13.000","2012-01-01T02:03:27.000","21","COMPLAINT OTHER","70122"
"069XX Salem Dr","NAT","NECESSARY ACTION TAKEN","POINT (-89.9867753486068 30.033949450915244)",,,,,"3706907.00000000","560342.00000000","A0029312","7","1A",,"2012-01-01T04:39:08.000","2012-01-01T01:59:49.000","2012-01-01T04:28:00.000","21","COMPLAINT OTHER","70127"
"072XX Salem Dr","VOI","VOID","POINT (-89.98850725406828 30.03700038196702)",,,,,"3706346.00000000","561445.00000000","A0030212","7","1A",,"2012-01-01T02:41:51.000","2012-01-01T02:02:50.000",,"68","UNAUTHORIZED USE OF","70127"
"023XX St Philip St","UNF","UNFOUNDED","POINT (-90.07663753205078 29.970078485322297)",,,,,"3678729.00000000","536793.00000000","A0029512","1","2B","2012-01-01T02:06:15.000","2012-01-01T03:15:33.000","2012-01-01T02:02:58.000","2012-01-01T02:04:39.000","94","DISCHARGING FIREARMS","70119"
"047XX Press Dr","NAT","NECESSARY ACTION TAKEN","POINT (-90.04179553722878 30.007462780228337)",,,,,"3689607.00000000","550510.00000000","A0029412","3","1H","2012-01-01T02:03:06.000","2012-01-01T03:09:08.000","2012-01-01T02:02:59.000","2012-01-01T02:03:01.000","18","TRAFFIC  INCIDENT","70126"
"023XX Constance St","NAT","NECESSARY ACTION TAKEN","POINT (-90.07701457764254 29.928097893514476)",,,,,"3678777.00000000","521526.00000000","A0030012","6","1H","2012-01-01T02:11:40.000","2012-01-01T02:24:43.000","2012-01-01T02:03:32.000","2012-01-01T02:06:42.000","94F","FIREWORKS","70130"
"011XX Royal St","NAT","NECESSARY ACTION TAKEN","POINT (-90.06179819293843 29.961218466592676)",,,,,"3683463.00000000","533623.00000000","A0029612","8","1C","2012-01-01T02:04:15.000","2012-01-01T02:11:53.000","2012-01-01T02:03:38.000","2012-01-01T02:03:41.000","103","DISTURBANCE (OTHER)","70116"
"079XX Parry Rd","GOA","GONE ON ARRIVAL","POINT (-0.0000022929847665 0.0000009235500543)",,,,,"37369000","3513814","A0029712","0","1H","2012-01-01T02:03:41.000","2012-01-01T03:10:12.000","2012-01-01T02:03:41.000","2012-01-01T02:03:41.000","21","COMPLAINT OTHER",
"S Roman St & Tulane Ave","RTF","REPORT TO FOLLOW","POINT (-90.08185549868642 29.95772850646441)",,,,,"3677126.00000000","532284.00000000","A0029812","1","1G","2012-01-01T02:04:49.000","2012-01-01T02:33:53.000","2012-01-01T02:03:59.000","2012-01-01T02:04:02.000","17F","FUGITIVE ATTTACHMENT","70112"
"059XX Elysian Fields Ave","NAT","NECESSARY ACTION TAKEN","POINT (-90.0605903923329 30.019258960160357)",,,,,"3683611.00000000","554733.00000000","A0030112","3","2C","2012-01-01T02:38:46.000","2012-01-01T02:46:59.000","2012-01-01T02:04:09.000","2012-01-01T02:32:41.000","62A","BURGLAR ALARM, SILEN","70122"
"Abundance St & Elysian Fields Av","NAT","NECESSARY ACTION TAKEN","POINT (-90.0585620716379 29.98882181803136)",,,,,"3684376.00000000","543672.00000000","A0029912","3","1H","2012-01-01T02:15:16.000","2012-01-01T04:55:39.000","2012-01-01T02:04:10.000","2012-01-01T02:04:13.000","18","TRAFFIC  INCIDENT","70122"
"021XX Clara St","DUP","DUPLICATE","POINT (-90.08790622118588 29.943826949911365)",,,,,"3675265.00000000","527208.00000000","A0030712","6","1D",,"2012-01-01T02:15:58.000","2012-01-01T02:06:08.000",,"35","SIMPLE BATTERY","70113"
"008XX Aline St","NAT","NECESSARY ACTION TAKEN","POINT (-90.08969760150661 29.91992990153149)",,,,,"3674792.00000000","518512.00000000","A0030412","6","2C","2012-01-01T02:13:27.000","2012-01-01T02:17:12.000","2012-01-01T02:06:11.000","2012-01-01T02:07:30.000","62A","BURGLAR ALARM, SILEN","70115"
"016XX Independence St","UNF","UNFOUNDED","POINT (-90.03647818706493 29.97171562374174)",,,,,"3691437.00000000","537530.00000000","A0031012","5","1H","2012-01-01T03:02:11.000","2012-01-01T03:04:21.000","2012-01-01T02:06:18.000","2012-01-01T02:39:19.000","21","COMPLAINT OTHER","70117"
"Chef Menteur Hwy & Downman Rd","NAT","NECESSARY ACTION TAKEN","POINT (-90.02085169844909 30.009736142703755)",,,,,"3696226.00000000","551412.00000000","A0030312","7","1H",,"2012-01-01T02:13:42.000","2012-01-01T02:06:29.000","2012-01-01T02:06:37.000","18","TRAFFIC  INCIDENT","70126"
"010XX Dumaine St","GOA","GONE ON ARRIVAL","POINT (-90.06604283901522 29.961465662229635)",,,,,"3682118.00000000","533698.00000000","A0030612","8","1A",,"2012-01-01T02:25:15.000","2012-01-01T02:06:51.000","2012-01-01T02:10:47.000","21","COMPLAINT OTHER","70116"
"003XX Bourbon St","RTF","REPORT TO FOLLOW","POINT (-90.06837696099961 29.95547113098435)",,,,,"3681403.00000000","531510.00000000","A0030512","8","0A",,"2012-01-01T03:12:15.000","2012-01-01T02:07:37.000","2012-01-01T02:08:13.000","21L","LOST OR STOLEN","70112"
"005XX Bourbon St","NAT","NECESSARY ACTION TAKEN","POINT (-90.0669833929221 29.95703347475466)",,,,,"3681838.00000000","532083.00000000","A0030812","8","1H",,"2012-01-01T03:03:52.000","2012-01-01T02:09:02.000","2012-01-01T02:09:10.000","21","COMPLAINT OTHER","70112"
"003XX Verret St","NAT","NECESSARY ACTION TAKEN","POINT (-0.0000022929847665 0.0000009235500543)",,,,,"37369000","3513814","A0030912","0","1H","2012-01-01T02:09:31.000","2012-01-01T02:32:52.000","2012-01-01T02:09:31.000","2012-01-01T02:09:31.000","21","COMPLAINT OTHER",
"059XX Stratford Pl","UNF","UNFOUNDED","POINT (-89.99273620003132 29.91265785595694)",,,,,"3705537.00000000","516214.00000000","A0031112","4","1C","2012-01-01T02:42:14.000","2012-01-01T02:46:14.000","2012-01-01T02:09:59.000","2012-01-01T02:35:19.000","103","DISTURBANCE (OTHER)","70131"
"016XX Bienville St","RTF","REPORT TO FOLLOW","POINT (-90.0754301785871 29.96012298490927)",,,,,"3679151.00000000","533177.00000000","A0031212","1","2B","2012-01-01T02:13:43.000","2012-01-01T06:06:59.000","2012-01-01T02:10:08.000","2012-01-01T02:10:10.000","95G","ILLEGAL CARRYING OF","70112"
"068XX Parc Brittany","RTF","REPORT TO FOLLOW","POINT (-89.9995136313823 30.027234376749696)",,,,,"3702905.00000000","557853.00000000","A0031612","7","2A","2012-01-01T02:13:39.000","2012-01-01T03:06:47.000","2012-01-01T02:10:10.000","2012-01-01T02:13:10.000","64G","ARMED ROBBERY WITH G","70126"
"City Park Ave & I-10 E","GOA","GONE ON ARRIVAL","POINT (-90.11383578084926 29.98111759201684)",,,,,"3666909.00000000","540680.00000000","A0031312","3","2D",,"2012-01-01T02:37:37.000","2012-01-01T02:10:29.000","2012-01-01T02:37:34.000","99","RECKLESS DRIVING","70124"
"051XX Bundy Rd","RTF","REPORT TO FOLLOW","POINT (-89.98015884238222 30.025444660587013)",,,,,"3709037.00000000","557274.00000000","A0031412","7","2A","2012-01-01T02:17:58.000","2012-01-01T03:10:58.000","2012-01-01T02:10:44.000","2012-01-01T02:13:42.000","64G","ARMED ROBBERY WITH G","70127"
"007XX Royal St","NAT","NECESSARY ACTION TAKEN","POINT (-90.06469106302251 29.957993142886924)",,,,,"3682560.00000000","532440.00000000","A0031512","8","1H",,"2012-01-01T02:57:22.000","2012-01-01T02:11:45.000","2012-01-01T02:12:13.000","21","COMPLAINT OTHER","70116"
"008XX Canal St","NAT","NECESSARY ACTION TAKEN","POINT (-90.07012421506877 29.95365641877394)",,,,,"3680857.00000000","530844.00000000","A0031712","8","2C","2012-01-01T02:15:35.000","2012-01-01T02:17:18.000","2012-01-01T02:12:13.000","2012-01-01T02:15:31.000","62A","BURGLAR ALARM, SILEN","70112"
"085XX N I-10 Service Rd","RTF","REPORT TO FOLLOW","POINT (-89.99319330558717 30.030973436384716)",,,,,"3704889.00000000","559236.00000000","A0031912","7","2A","2012-01-01T02:17:12.000","2012-01-01T03:40:50.000","2012-01-01T02:12:18.000","2012-01-01T02:14:54.000","64G","ARMED ROBBERY WITH G","70127"
"Bourbon St & St Louis St","RTF","REPORT TO FOLLOW","POINT (-90.06705588011798 29.95704517230964)",,,,,"3681815.00000000","532087.00000000","A0031812","8","1E",,"2012-01-01T04:05:49.000","2012-01-01T02:13:10.000","2012-01-01T02:13:20.000","67P","PICKPOCKET","70112"
"Baronne St & Canal St","UNF","UNFOUNDED","POINT (-90.07099749227741 29.95427254854667)",,,,,"3680578.00000000","531065.00000000","A0032112","8","1A",,"2012-01-01T02:35:22.000","2012-01-01T02:13:51.000","2012-01-01T02:28:34.000","21","COMPLAINT OTHER","70112"
"055XX Tchoupitoulas St","NAT","NECESSARY ACTION TAKEN","POINT (-90.11758315187863 29.916497345564924)",,,,,"3665972.00000000","517169.00000000","A0032012","2","2C","2012-01-01T02:21:51.000","2012-01-01T02:33:34.000","2012-01-01T02:14:13.000","2012-01-01T02:16:30.000","103","DISTURBANCE (OTHER)","70115"
"Orleans Ave & Royal St","NAT","NECESSARY ACTION TAKEN","POINT (-90.06439495806232 29.958430287192492)",,,,,"3682652.00000000","532600.00000000","A0032212","8","2B","2012-01-01T02:23:16.000","2012-01-01T02:26:50.000","2012-01-01T02:14:35.000","2012-01-01T02:18:19.000","107","SUSPICIOUS PERSON","70116"
"005XX Napoleon Ave","UNF","UNFOUNDED","POINT (-90.10090995229798 29.917191930573235)",,,,,"3671251.00000000","517478.00000000","A0032612","6","1H","2012-01-01T02:36:50.000","2012-01-01T02:40:57.000","2012-01-01T02:17:27.000","2012-01-01T02:33:09.000","21","COMPLAINT OTHER","70115"
"077XX Keats St","UNF","UNFOUNDED","POINT (-90.02060133195879 30.031156010531966)",,,,,"3696216.00000000","559202.00000000","A0032512","7","2B","2012-01-01T02:57:53.000","2012-01-01T03:05:33.000","2012-01-01T02:17:36.000","2012-01-01T02:48:12.000","94","DISCHARGING FIREARMS","70126"
"017XX Tchoupitoulas St","NAT","NECESSARY ACTION TAKEN","POINT (-90.06713646685348 29.927799683957073)",,,,,"3681907.00000000","521452.00000000","A0032412","6","1A","2012-01-01T02:30:20.000","2012-01-01T02:35:41.000","2012-01-01T02:17:52.000","2012-01-01T02:24:49.000","103","DISTURBANCE (OTHER)","70130"
