"block_address","disposition","dispositiontext","location","location_address","location_city","location_state","location_zip","mapx","mapy","nopd_item","policedistrict","priority","timearrive","timeclosed","timecreate","timedispatch","type_","typetext","zip"
"003XX Bourbon St","NAT","NECESSARY ACTION TAKEN","POINT (-90.06837696099961 29.95547113098435)",,,,,"3681403.00000000","531510.00000000","A0026613","8","2B","2013-01-01T02:32:59.000","2013-01-01T03:39:15.000","2013-01-01T02:02:49.000","2013-01-01T02:02:54.000","103F","FIGHT","70112"
"015XX Franklin Ave","NAT","NECESSARY ACTION TAKEN","POINT (-90.04872154332367 29.97336744752441)",,,,,"3687554.00000000","538087.00000000","A0026713","5","1H","2013-01-01T02:07:27.000","2013-01-01T02:12:34.000","2013-01-01T02:04:05.000","2013-01-01T02:04:06.000","21","COMPLAINT OTHER","70117"
"Bienville St & N Claiborne Ave","NAT","NECESSARY ACTION TAKEN","POINT (-90.07650037409572 29.960908708476033)",,,,,"3678809.00000000","533459.00000000","A0026813","1","1H","2013-01-01T02:04:19.000","2013-01-01T02:13:09.000","2013-01-01T02:04:17.000","2013-01-01T02:04:17.000","18","TRAFFIC INCIDENT","70112"
"001XX Royal St","RTF","REPORT TO FOLLOW","POINT (-90.06889072963331 29.953306321797264)",,,,,"3681249.00000000","530721.00000000","A0026913","8","0E","2013-01-01T02:04:20.000","2013-01-01T02:04:41.000","2013-01-01T02:04:18.000","2013-01-01T02:04:18.000","21L","LOST OR STOLEN","70130"
"Montegut St & Saint Claude Ave","NAT","NECESSARY ACTION TAKEN","POINT (-90.0460176935457 29.967989535298006)",,,,,"3688432.00000000","536141.00000000","A0027013","5","1H","2013-01-01T02:04:50.000","2013-01-01T02:22:29.000","2013-01-01T02:04:45.000","2013-01-01T02:04:46.000","18","TRAFFIC INCIDENT","70117"
"014XX Burbank Dr","VOI","VOID","POINT (-90.07950203304367 30.01809841979079)",,,,,"3677631.00000000","554245.00000000","A0027113","3","2C",,"2013-01-01T02:15:05.000","2013-01-01T02:04:33.000",,"62A","BURGLAR ALARM, SILEN","70122"
"Bourbon St & Iberville St","UNF","UNFOUNDED","POINT (-90.06914767128782 29.954711288829333)",,,,,"3681162.00000000","531231.00000000","A0027213","8","2H","2013-01-01T02:12:32.000","2013-01-01T02:16:25.000","2013-01-01T02:05:02.000","2013-01-01T02:12:28.000","21","COMPLAINT OTHER","70112"
"007XX Bourbon St","NAT","NECESSARY ACTION TAKEN","POINT (-90.06559602680109 29.958601363590052)",,,,,"3682271.00000000","532658.00000000","A0027313","8","1F",,"2013-01-01T02:17:38.000","2013-01-01T02:05:54.000","2013-01-01T02:05:57.000","21U","UNDERAGE DRINKING VI","70116"
"021XX Martin Luther King Jr Blv","NAT","NECESSARY ACTION TAKEN","POINT (-90.08085080804486 29.941911976472227)",,,,,"3677507.00000000","526536.00000000","A0027413","6","1H","2013-01-01T02:06:35.000","2013-01-01T02:10:18.000","2013-01-01T02:06:10.000","2013-01-01T02:06:11.000","18","TRAFFIC INCIDENT","70113"
"004XX Bourbon St","NAT","NECESSARY ACTION TAKEN","POINT (-0.0000022929847665 0.0000009235500543)",,,,,"37369000","3513814","A0027513","0","2B","2013-01-01T02:31:51.000","2013-01-01T03:39:56.000","2013-01-01T02:06:42.000","2013-01-01T02:06:46.000","24","MEDICAL","70112"
"Chartres St & Elysian Fields Ave","NAT","NECESSARY ACTION TAKEN","POINT (-90.0565787979363 29.963598926886327)",,,,,"3685106.00000000","534507.00000000","A0027613","8","1C","2013-01-01T02:07:28.000","2013-01-01T02:08:18.000","2013-01-01T02:07:15.000","2013-01-01T02:07:16.000","103","DISTURBANCE (OTHER)","70117"
"047XX Nighthart St","RTF","REPORT TO FOLLOW","POINT (-89.9576637298573 30.0238640710825)",,,,,"3716162.00000000","556784.00000000","A0027713","7","1H","2013-01-01T02:22:28.000","2013-01-01T05:09:58.000","2013-01-01T02:06:26.000","2013-01-01T02:11:35.000","21","COMPLAINT OTHER","70127"
"Bienville St & Crozat St","NAT","NECESSARY ACTION TAKEN","POINT (-90.07251113241608 29.95819480332243)",,,,,"3680083.00000000","532486.00000000","A0027813","1","1H","2013-01-01T02:08:12.000","2013-01-01T02:56:53.000","2013-01-01T02:08:08.000","2013-01-01T02:08:08.000","21","COMPLAINT OTHER","70112"
"033XX Morrice Duncan Dr","NAT","NECESSARY ACTION TAKEN","POINT (-90.03243412529159 29.990452682373476)",,,,,"3692640.00000000","544358.00000000","A0027913","5","2C","2013-01-01T02:16:54.000","2013-01-01T02:29:49.000","2013-01-01T02:07:09.000","2013-01-01T02:12:42.000","103","DISTURBANCE (OTHER)","70126"
"008XX Conti St","NAT","NECESSARY ACTION TAKEN","POINT (-90.0678016303234 29.956263097824728)",,,,,"3681582.00000000","531800.00000000","A0028013","8","1H",,"2013-01-01T02:17:56.000","2013-01-01T02:08:20.000","2013-01-01T02:08:24.000","21","COMPLAINT OTHER","70112"
"022XX Saint Claude Ave","NAT","NECESSARY ACTION TAKEN","POINT (-90.05667409966782 29.968492092875106)",,,,,"3685056.00000000","536286.00000000","A0028113","8","1H","2013-01-01T02:30:50.000","2013-01-01T02:45:50.000","2013-01-01T02:09:08.000","2013-01-01T02:09:14.000","21","COMPLAINT OTHER","70117"
"006XX Loyola Ave","NAT","NECESSARY ACTION TAKEN","POINT (-0.0000022929847665 0.0000009235500543)",,,,,"37369000","3513814","A0028213","0","2B","2013-01-01T02:16:47.000","2013-01-01T02:43:28.000","2013-01-01T02:09:40.000","2013-01-01T02:09:41.000","24","MEDICAL","70113"
"Canal St & Saint Charles Ave","NAT","NECESSARY ACTION TAKEN","POINT (-0.0000022929847665 0.0000009235500543)",,,,,"37369000","3513814","A0028313","0","1B",,"2013-01-01T02:34:53.000","2013-01-01T02:10:13.000","2013-01-01T02:10:15.000","103M","MENTAL PATIENT","70130"
"071XX Hickory St","RTF","REPORT TO FOLLOW","POINT (-90.11863852757998 29.946765256352773)",,,,,"3665521.00000000","528172.00000000","A0028513","2","2B","2013-01-01T02:24:30.000","2013-01-01T03:38:07.000","2013-01-01T02:07:39.000","2013-01-01T02:14:02.000","103D","DOMESTIC DISTURBANCE","70118"
"011XX N Tonti St","NAT","NECESSARY ACTION TAKEN","POINT (-90.07639585233656 29.971712420180427)",,,,,"3678799.00000000","537388.00000000","A0028613","1","1C","2013-01-01T02:16:19.000","2013-01-01T04:07:48.000","2013-01-01T02:09:45.000","2013-01-01T02:12:09.000","103","DISTURBANCE (OTHER)","70119"
"013XX Simon Bolivar Ave","NAT","NECESSARY ACTION TAKEN","POINT (-90.08028779244117 29.94374911398305)",,,,,"3677678.00000000","527206.00000000","A0028713","6","1H","2013-01-01T02:12:11.000","2013-01-01T03:26:46.000","2013-01-01T02:11:26.000","2013-01-01T02:11:26.000","18","TRAFFIC INCIDENT","70113"
"041XX Eden St","UNF","UNFOUNDED","POINT (-90.10217108600922 29.952128676838385)",,,,,"3670715.00000000","530178.00000000","A0028813","2","1B","2013-01-01T02:47:47.000","2013-01-01T02:53:02.000","2013-01-01T02:09:55.000","2013-01-01T02:19:42.000","103D","DOMESTIC DISTURBANCE","70125"
"001XX N Peters St","NAT","NECESSARY ACTION TAKEN","POINT (-90.06588794403957 29.951283683665018)",,,,,"3682208.00000000","529996.00000000","A0028913","8","1C","2013-01-01T02:13:48.000","2013-01-01T03:30:26.000","2013-01-01T02:13:11.000","2013-01-01T02:13:12.000","103","DISTURBANCE (OTHER)","70130"
"Foucher St & Saint Charles Ave","RTF","REPORT TO FOLLOW","POINT (-90.09371029154039 29.927533031633935)",,,,,"3673491.00000000","521263.00000000","A0029013","6","1C","2013-01-01T03:02:32.000","2013-01-01T03:31:42.000","2013-01-01T02:12:30.000","2013-01-01T02:24:50.000","20","AUTO ACCIDENT","70115"
"005XX Canal St","NAT","NECESSARY ACTION TAKEN","POINT (-90.06761342871941 29.952427792197724)",,,,,"3681657.00000000","530406.00000000","A0029113","8","1A","2013-01-01T08:02:18.000","2013-01-01T08:20:48.000","2013-01-01T02:16:37.000","2013-01-01T07:57:38.000","21","COMPLAINT OTHER","70130"
"007XX Saint Philip St","NAT","NECESSARY ACTION TAKEN","POINT (-0.0000022929847665 0.0000009235500543)",,,,,"37369000","3513814","A0029213","0","2B","2013-01-01T02:29:15.000","2013-01-01T02:58:28.000","2013-01-01T02:10:58.000","2013-01-01T02:20:39.000","24","MEDICAL","70116"
"Bourbon St & Conti St","RTF","REPORT TO FOLLOW","POINT (-90.06773812831777 29.95628998703815)",,,,,"3681602.00000000","531810.00000000","A0029313","8","1H","2013-01-01T02:43:32.000","2013-01-01T03:40:04.000","2013-01-01T02:17:24.000","2013-01-01T02:17:26.000","21","COMPLAINT OTHER","70112"
"024XX Dumaine St","GOA","GONE ON ARRIVAL","POINT (-90.07824256424635 29.969785803357144)",,,,,"3678222.00000000","536681.00000000","A0029413","1","2B","2013-01-01T02:19:59.000","2013-01-01T02:25:19.000","2013-01-01T02:17:21.000","2013-01-01T02:19:23.000","94","DISCHARGING FIREARM","70119"
"Clara St & Palmer Ave","NAT","NECESSARY ACTION TAKEN","POINT (-90.11616466152424 29.939628174564756)",,,,,"3666332.00000000","525585.00000000","A0029513","2","1C","2013-01-01T03:00:59.000","2013-01-01T03:16:29.000","2013-01-01T02:17:57.000","2013-01-01T02:53:24.000","103","DISTURBANCE (OTHER)","70118"
"015XX Poydras St","NAT","NECESSARY ACTION TAKEN","POINT (-90.07832882126097 29.95188143175848)",,,,,"3678266.00000000","530170.00000000","A0029613","8","2C","2013-01-01T02:42:51.000","2013-01-01T03:39:41.000","2013-01-01T02:16:17.000","2013-01-01T02:20:08.000","63","PROWLER","70112"
"036XX Garden Oaks Dr","NAT","NECESSARY ACTION TAKEN","POINT (-90.02245407478831 29.919565703042142)",,,,,"3696094.00000000","518617.00000000","A0029713","4","1C","2013-01-01T02:48:59.000","2013-01-01T03:04:38.000","2013-01-01T02:18:13.000","2013-01-01T02:41:53.000","103","DISTURBANCE (OTHER)","70114"
"003XX Andrew Higgins Dr","NAT","NECESSARY ACTION TAKEN","POINT (-90.06624736240485 29.94187939521624)",,,,,"3682132.00000000","526575.00000000","A0029813","8","1H",,"2013-01-01T02:21:05.000","2013-01-01T02:20:45.000","2013-01-01T02:20:53.000","21","COMPLAINT OTHER","70130"
"Burgundy St & Touro St","UNF","UNFOUNDED","POINT (-90.0591104495451 29.966420209641832)",,,,,"3684293.00000000","535524.00000000","A0029913","8","2B","2013-01-01T02:49:08.000","2013-01-01T02:53:43.000","2013-01-01T02:20:56.000","2013-01-01T02:45:30.000","103F","FIGHT","70116"
"020XX Perdido St","NAT","NECESSARY ACTION TAKEN","POINT (-90.08522715122263 29.9563085342503)",,,,,"3676064.00000000","531756.00000000","A0030013","1","1C",,"2013-01-01T02:47:41.000","2013-01-01T02:15:12.000","2013-01-01T02:39:22.000","103","DISTURBANCE (OTHER)","70112"
"101XX Deerfield Dr","NAT","NECESSARY ACTION TAKEN","POINT (-89.97801732597745 30.041867568137437)",,,,,"3709644.00000000","563254.00000000","A0030113","7","1B",,"2013-01-01T02:39:04.000","2013-01-01T02:20:26.000","2013-01-01T02:39:01.000","94","DISCHARGING FIREARM","70127"
"003XX Andrew Higgins Dr","NAT","NECESSARY ACTION TAKEN","POINT (-90.06624736240485 29.94187939521624)",,,,,"3682132.00000000","526575.00000000","A0030213","8","1H",,"2013-01-01T02:21:27.000","2013-01-01T02:21:17.000","2013-01-01T02:21:18.000","21","COMPLAINT OTHER","70130"
"022XX Dauphine St","NAT","NECESSARY ACTION TAKEN","POINT (-90.05606099819377 29.965560149201124)",,,,,"3685262.00000000","535222.00000000","A0030313","8","1C",,"2013-01-01T03:47:36.000","2013-01-01T02:21:15.000","2013-01-01T03:47:30.000","103","DISTURBANCE (OTHER)","70117"
"Burgundy St & Toulouse St","UNF","UNFOUNDED","POINT (-90.06815477392449 29.959046739002428)",,,,,"3681459.00000000","532811.00000000","A0030413","8","2B","2013-01-01T02:50:34.000","2013-01-01T02:57:12.000","2013-01-01T02:20:47.000","2013-01-01T02:46:22.000","103F","FIGHT","70112"
"Canal St & N Robertson St","UNF","UNFOUNDED","POINT (-90.07677955311374 29.958551881235373)",,,,,"3678730.00000000","532601.00000000","A0030513","1","2H","2013-01-01T02:26:23.000","2013-01-01T02:30:13.000","2013-01-01T02:22:04.000","2013-01-01T02:23:33.000","21","COMPLAINT OTHER","70112"
"037XX S Carrollton Ave","NAT","NECESSARY ACTION TAKEN","POINT (-90.1106812938347 29.965300701976926)",,,,,"3667969.00000000","534939.00000000","A0030613","2","2C","2013-01-01T02:28:28.000","2013-01-01T02:43:17.000","2013-01-01T02:22:11.000","2013-01-01T02:24:16.000","62A","BURGLAR ALARM, SILEN","70118"
"006XX Burgundy St","DUP","DUPLICATE","POINT (-90.06808547776357 29.95903232275846)",,,,,"3681481.00000000","532806.00000000","A0030713","8","2B",,"2013-01-01T02:24:16.000","2013-01-01T02:21:02.000",,"103F","FIGHT","70112"
"Claiborne Onramp & I-10 W Onramp","UNF","UNFOUNDED","POINT (-90.08488784097077 29.951624828469946)",,,,,"3676190.00000000","530054.00000000","A0030813","1","2C","2013-01-01T02:32:51.000","2013-01-01T02:43:27.000","2013-01-01T02:23:17.000","2013-01-01T02:25:05.000","20","AUTO ACCIDENT","70113"
"007XX Bourbon St","NAT","NECESSARY ACTION TAKEN","POINT (-90.06528627959035 29.959118128284512)",,,,,"3682367.00000000","532847.00000000","A0030913","8","1H",,"2013-01-01T02:47:29.000","2013-01-01T02:25:08.000","2013-01-01T02:25:11.000","21","COMPLAINT OTHER","70116"
"037XX Napoleon Ave","GOA","GONE ON ARRIVAL","POINT (-90.10432019058757 29.946860538976768)",,,,,"3670055.00000000","528255.00000000","A0031013","2","2C","2013-01-01T02:47:12.000","2013-01-01T03:49:05.000","2013-01-01T02:24:01.000","2013-01-01T02:26:43.000","63","PROWLER","70125"
"Andree & Carlisle Ct","NAT","NECESSARY ACTION TAKEN","POINT (-89.99441519430432 29.913626469381423)",,,,,"3705001.00000000","516560.00000000","A0031113","4","2B","2013-01-01T02:27:18.000","2013-01-01T02:59:44.000","2013-01-01T02:25:43.000","2013-01-01T02:25:44.000","107","SUSPICIOUS PERSON","70131"
"041XX Paris Ave","UNF","UNFOUNDED","POINT (-90.07390507334114 29.999130687071958)",,,,,"3679478.00000000","547367.00000000","A0031213","3","2B","2013-01-01T02:40:26.000","2013-01-01T02:44:07.000","2013-01-01T02:25:12.000","2013-01-01T02:33:07.000","94","DISCHARGING FIREARM","70122"
"080XX Drum St","UNF","UNFOUNDED","POINT (-90.0087633364679 30.037741920045747)",,,,,"3699934.00000000","561640.00000000","A0031313","7","1C","2013-01-01T02:50:41.000","2013-01-01T02:55:38.000","2013-01-01T02:23:34.000","2013-01-01T02:50:39.000","103","DISTURBANCE (OTHER)","70126"
"013XX S Broad St","NAT","NECESSARY ACTION TAKEN","POINT (-90.09772349698034 29.953250232514407)",,,,,"3672119.00000000","530601.00000000","A0031413","6","2C",,"2013-01-01T02:27:21.000","2013-01-01T02:25:45.000","2013-01-01T02:27:16.000","62A","BURGLAR ALARM, SILEN","70125"
"019XX Amelia St","NAT","NECESSARY ACTION TAKEN","POINT (-90.09567249503503 29.930202506330506)",,,,,"3672859.00000000","522227.00000000","A0031513","6","2B","2013-01-01T02:30:45.000","2013-01-01T02:38:16.000","2013-01-01T02:26:18.000","2013-01-01T02:27:39.000","103","DISTURBANCE (OTHER)","70115"
"059XX West End Blvd","NAT","NECESSARY ACTION TAKEN","POINT (-90.11517461050494 29.99874904983705)",,,,,"3666417.00000000","547087.00000000","A0031613","3","1H","2013-01-01T02:38:33.000","2013-01-01T12:42:58.000","2013-01-01T02:27:39.000","2013-01-01T02:27:45.000","18","TRAFFIC INCIDENT","70124"
"020XX Montegut St","RTF","REPORT TO FOLLOW","POINT (-90.04303503678244 29.97759906207953)",,,,,"3689337.00000000","539646.00000000","A0031713","5","1C","2013-01-01T02:40:40.000","2013-01-01T03:21:29.000","2013-01-01T02:26:41.000","2013-01-01T02:35:11.000","62R","RESIDENCE BURGLARY","70117"
"071XX Yorktown Dr","NAT","NECESSARY ACTION TAKEN","POINT (-89.98974899958984 30.035621564563368)",,,,,"3705959.00000000","560939.00000000","A0031813","7","1F","2013-01-01T03:01:41.000","2013-01-01T04:47:13.000","2013-01-01T02:28:29.000","2013-01-01T02:35:18.000","17T","TRAFFIC ATTACHMENT","70127"
"003XX Royal St","RTF","REPORT TO FOLLOW","POINT (-90.06727941160821 29.955108575881717)",,,,,"3681752.00000000","531382.00000000","A0031913","8","1H","2013-01-01T02:30:51.000","2013-01-01T02:51:17.000","2013-01-01T02:28:28.000","2013-01-01T02:28:36.000","21","COMPLAINT OTHER","70130"
"071XX Yorktown Dr","NAT","NECESSARY ACTION TAKEN","POINT (-89.98974899958984 30.035621564563368)",,,,,"3705959.00000000","560939.00000000","A0032013","7","1F",,"2013-01-01T04:47:34.000","2013-01-01T02:28:44.000","2013-01-01T02:30:17.000","17T","TRAFFIC ATTACHMENT","70127"
"Baronne St & Perdido St","NAT","NECESSARY ACTION TAKEN","POINT (-90.07281291355699 29.951055956807913)",,,,,"3680016.00000000","529889.00000000","A0032113","8","1H",,"2013-01-01T02:32:20.000","2013-01-01T02:29:02.000","2013-01-01T02:29:06.000","18","TRAFFIC INCIDENT","70112"
"004XX Bourbon St","RTF","REPORT TO FOLLOW","POINT (-90.06766883413155 29.95627557056932)",,,,,"3681624.00000000","531805.00000000","A0032213","8","1H",,"2013-01-01T02:30:34.000","2013-01-01T02:29:05.000","2013-01-01T02:29:09.000","21","COMPLAINT OTHER","70112"
"Montegut St & Saint Claude Ave","NAT","NECESSARY ACTION TAKEN","POINT (-90.0460176935457 29.967989535298006)",,,,,"3688432.00000000","536141.00000000","A0032313","5","1H","2013-01-01T02:31:38.000","2013-01-01T02:39:08.000","2013-01-01T02:30:06.000","2013-01-01T02:30:06.000","21","COMPLAINT OTHER","70117"
"071XX Yorktown Dr","NATM","MUNICIPAL NECESSARY ACTION TAK","POINT (-89.98974899958984 30.035621564563368)",,,,,"3705959.00000000","560939.00000000","A0032413","7","1H",,"2013-01-01T02:32:24.000","2013-01-01T02:30:08.000","2013-01-01T02:30:45.000","21","COMPLAINT OTHER","70127"
"003XX Bourbon St","NAT","NECESSARY ACTION TAKEN","POINT (-90.06837696099961 29.95547113098435)",,,,,"3681403.00000000","531510.00000000","A0032513","8","1H",,"2013-01-01T03:00:54.000","2013-01-01T02:30:11.000","2013-01-01T02:30:15.000","21","COMPLAINT OTHER","70112"
"Conti St & Royal St","RTF","REPORT TO FOLLOW","POINT (-90.06685552025372 29.955662745990274)",,,,,"3681884.00000000","531585.00000000","A0032613","8","1H",,"2013-01-01T02:31:43.000","2013-01-01T02:31:30.000","2013-01-01T02:31:34.000","21","COMPLAINT OTHER","70130"
"078XX N Coronet Ct","UNF","UNFOUNDED","POINT (-89.99890815706664 30.026664495316307)",,,,,"3703099.00000000","557648.00000000","A0032713","7","1A","2013-01-01T05:24:20.000","2013-01-01T05:47:00.000","2013-01-01T02:30:02.000","2013-01-01T05:10:49.000","103D","DOMESTIC DISTURBANCE","70126"
"119XX Curran Blvd","NAT","NECESSARY ACTION TAKEN","POINT (-89.96638151409314 30.05484549088925)",,,,,"3713269.00000000","568017.00000000","A0032813","7","1C","2013-01-01T02:50:45.000","2013-01-01T03:41:31.000","2013-01-01T02:30:38.000","2013-01-01T02:33:50.000","103","DISTURBANCE (OTHER)","70128"
"008XX Bourbon St","NAT","NECESSARY ACTION TAKEN","POINT (-0.0000022929847665 0.0000009235500543)",,,,,"37369000","3513814","A0032913","0","2B",,"2013-01-01T02:40:31.000","2013-01-01T02:35:52.000","2013-01-01T02:35:55.000","24","MEDICAL","70116"
"004XX Bourbon St","NAT","NECESSARY ACTION TAKEN","POINT (-90.06772739975416 29.956388883704992)",,,,,"3681605.00000000","531846.00000000","A0033013","8","2C","2013-01-01T02:39:24.000","2013-01-01T02:39:35.000","2013-01-01T02:34:55.000","2013-01-01T02:39:21.000","21","COMPLAINT OTHER","70112"
"Elysian Fields Ave & I-10 W","RTF","REPORT TO FOLLOW","POINT (-90.05818081205335 29.980342663965008)",,,,,"3684531.00000000","540590.00000000","A0033113","5","2C","2013-01-01T02:48:12.000","2013-01-01T04:10:28.000","2013-01-01T02:37:05.000","2013-01-01T02:39:27.000","20","AUTO ACCIDENT","70119"
"Chartres St & Saint Peter St","NAT","NECESSARY ACTION TAKEN","POINT (-90.06387417593369 29.95741326549547)",,,,,"3682821.00000000","532232.00000000","A0033213","8","2A",,"2013-01-01T02:44:41.000","2013-01-01T02:36:47.000","2013-01-01T02:44:38.000","103","DISTURBANCE (OTHER)","70130"
"Elysian Fields Ave & Robert E Le","RTF","REPORT TO FOLLOW","POINT (-90.06129010943854 30.021878194756724)",,,,,"3683379.00000000","555683.00000000","A0033313","3","1G","2013-01-01T02:49:11.000","2013-01-01T04:04:45.000","2013-01-01T02:39:38.000","2013-01-01T02:39:41.000","966","DRUG VIOLATIONS","70122"
"Bourbon St & Toulouse St","NAT","NECESSARY ACTION TAKEN","POINT (-90.06636057176723 29.957833228266857)",,,,,"3682032.00000000","532376.00000000","A0033413","8","2B","2013-01-01T02:39:53.000","2013-01-01T02:47:18.000","2013-01-01T02:39:45.000","2013-01-01T02:39:47.000","107","SUSPICIOUS PERSON","70112"
"004XX Bourbon St","RTF","REPORT TO FOLLOW","POINT (-90.06766883413155 29.95627557056932)",,,,,"3681624.00000000","531805.00000000","A0033513","8","1H","2013-01-01T02:43:34.000","2013-01-01T03:39:25.000","2013-01-01T02:40:40.000","2013-01-01T02:40:48.000","21","COMPLAINT OTHER","70112"
"057XX De Bore Dr","NAT","NECESSARY ACTION TAKEN","POINT (-0.0000022929847665 0.0000009235500543)",,,,,"37369000","3513814","A0033613","0","2B","2013-01-01T02:55:15.000","2013-01-01T04:09:26.000","2013-01-01T02:38:37.000","2013-01-01T02:43:13.000","103M","MENTAL PATIENT","70126"
"020XX Magnolia St","UNF","UNFOUNDED","POINT (-90.08692812106509 29.943512438153903)",,,,,"3675576.00000000","527097.00000000","A0033713","6","1B","2013-01-01T04:14:41.000","2013-01-01T04:50:50.000","2013-01-01T02:40:19.000","2013-01-01T03:34:18.000","103D","DOMESTIC DISTURBANCE","70113"
"022XX Almonaster Ave","RTF","REPORT TO FOLLOW","POINT (-90.04695714558747 29.98037369716403)",,,,,"3688084.00000000","540641.00000000","A0033813","5","1D","2013-01-01T03:52:48.000","2013-01-01T04:57:03.000","2013-01-01T02:41:06.000","2013-01-01T03:14:30.000","56","SIMPLE CRIMINAL DAMA","70117"
"022XX Louisiana Ave","NAT","NECESSARY ACTION TAKEN","POINT (-90.0942018352084 29.933714159379655)",,,,,"3673311.00000000","523509.00000000","A0033913","6","1H","2013-01-01T02:45:33.000","2013-01-01T02:48:48.000","2013-01-01T02:42:36.000","2013-01-01T02:43:38.000","94F","FIREWORKS","70115"
"N Derbigny St & Governor Nicholl","NAT","NECESSARY ACTION TAKEN","POINT (-90.07079981313446 29.968647616309095)",,,,,"3680583.00000000","536293.00000000","A0034013","1","1H","2013-01-01T02:45:30.000","2013-01-01T03:06:13.000","2013-01-01T02:44:46.000","2013-01-01T02:44:47.000","18","TRAFFIC INCIDENT","70116"
"029XX Louisa St","NAT","NECESSARY ACTION TAKEN","POINT (-90.03630921998277 29.98714143264098)",,,,,"3691427.00000000","543140.00000000","A0034113","5","1H","2013-01-01T02:48:05.000","2013-01-01T04:33:44.000","2013-01-01T02:45:25.000","2013-01-01T02:47:58.000","21","COMPLAINT OTHER","70126"
"S Claiborne Ave & Tulane Ave","UNF","UNFOUNDED","POINT (-90.07965424208437 29.956728555557888)",,,,,"3677827.00000000","531928.00000000","A0034213","8","1H","2013-01-01T05:38:36.000","2013-01-01T05:45:54.000","2013-01-01T02:43:27.000","2013-01-01T05:36:52.000","21","COMPLAINT OTHER","70112"
"N Rampart St & Saint Philip St","GOA","GONE ON ARRIVAL","POINT (-90.06615692403035 29.96292700774347)",,,,,"3682076.00000000","534229.00000000","A0034313","8","1C","2013-01-01T07:22:23.000","2013-01-01T07:23:20.000","2013-01-01T02:47:54.000","2013-01-01T07:15:05.000","20","AUTO ACCIDENT","70116"
"Loyola Ave & Perdido St","NAT","NECESSARY ACTION TAKEN","POINT (-90.07584537742906 29.951986971208093)",,,,,"3679052.00000000","530217.00000000","A0034413","8","1H","2013-01-01T02:48:47.000","2013-01-01T03:02:42.000","2013-01-01T02:48:41.000","2013-01-01T02:48:43.000","18","TRAFFIC INCIDENT","70112"
"016XX N Robertson St","GOA","GONE ON ARRIVAL","POINT (-90.06515689473196 29.97203084893987)",,,,,"3682356.00000000","537543.00000000","A0034513","1","1H","2013-01-01T02:55:24.000","2013-01-01T03:45:14.000","2013-01-01T02:48:04.000","2013-01-01T02:51:50.000","94F","FIREWORKS","70116"
"001XX Bourbon St","NAT","NECESSARY ACTION TAKEN","POINT (-90.06978311579051 29.953908893404925)",,,,,"3680964.00000000","530937.00000000","A0034613","8","1E",,"2013-01-01T03:41:54.000","2013-01-01T02:49:20.000","2013-01-01T02:49:23.000","67","THEFT","70112"
"021XX Decatur St","NAT","NECESSARY ACTION TAKEN","POINT (-90.05763194783971 29.962498142004055)",,,,,"3684777.00000000","534103.00000000","A0034713","8","1H",,"2013-01-01T02:50:24.000","2013-01-01T02:49:57.000","2013-01-01T02:49:59.000","21","COMPLAINT OTHER","70116"
"Edward St & Hayne Blvd","NAT","NECESSARY ACTION TAKEN","POINT (-90.00706029664096 30.039363767139918)",,,,,"3700466.00000000","562236.00000000","A0034813","7","1H","2013-01-01T03:01:52.000","2013-01-01T03:06:09.000","2013-01-01T02:50:09.000","2013-01-01T02:50:15.000","18","TRAFFIC INCIDENT","70126"
"Elysian Fields Ave & Saint Claud","RTF","REPORT TO FOLLOW","POINT (-90.05697049864575 29.968530717793847)",,,,,"3684962.00000000","536299.00000000","A0034913","8","2B","2013-01-01T02:55:53.000","2013-01-01T06:46:02.000","2013-01-01T02:53:27.000","2013-01-01T02:53:31.000","103F","FIGHT","70116"
"N Derbigny St & France St","UNF","UNFOUNDED","POINT (-90.03171061453087 29.97133305761736)",,,,,"3692948.00000000","537408.00000000","A0035013","5","1H","2013-01-01T03:34:24.000","2013-01-01T03:39:57.000","2013-01-01T02:53:03.000","2013-01-01T03:14:25.000","94F","FIREWORKS","70117"
"008XX Canal St","NAT","NECESSARY ACTION TAKEN","POINT (-0.0000022929847665 0.0000009235500543)",,,,,"37369000","3513814","A0035113","0","2B",,"2013-01-01T02:54:10.000","2013-01-01T02:53:55.000","2013-01-01T02:53:58.000","24","MEDICAL","70112"
"006XX N Alexander St","NAT","NECESSARY ACTION TAKEN","POINT (-90.10052566304175 29.98102384642106)",,,,,"3671123.00000000","540691.00000000","A0035213","3","2H","2013-01-01T03:31:23.000","2013-01-01T03:34:32.000","2013-01-01T02:54:45.000","2013-01-01T03:21:38.000","21","COMPLAINT OTHER","70119"
"018XX Saltus St","GOA","GONE ON ARRIVAL","POINT (-90.07851743581605 29.987608323241478)",,,,,"3678064.00000000","543161.00000000","A0035313","3","2C","2013-01-01T03:09:04.000","2013-01-01T03:21:31.000","2013-01-01T02:55:50.000","2013-01-01T03:00:00.000","63","PROWLER","70119"
"018XX Canal St","GOA","GONE ON ARRIVAL","POINT (-90.07866092954868 29.95987607932993)",,,,,"3678129.00000000","533076.00000000","A0035413","1","2C","2013-01-01T03:01:36.000","2013-01-01T03:24:10.000","2013-01-01T02:54:00.000","2013-01-01T02:57:33.000","103","DISTURBANCE (OTHER)","70112"
